Chest	Chest	Chest	Chest	Right Hip	Right Hip	Right Hip	Right Hip	Right Wrist	Right Wrist	Right Wrist	Right Wrist	Right Thigh	Right Thigh	Right Thigh	Right Thigh	Right foot	Right foot	Right foot	Right foot	Lower Back	Lower Back	Lower Back	Lower Back	Annotation	Annotation
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Pulse	Level
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	Boolean	Boolean
1243750.977	1.472	11.245	-0.772	1244016.602	0.115	11.855	5.374	1244978.516	5.079	4.670	2.456	1243710.937	11.357	6.572	-6.644	1244901.367	5.239	8.707	-0.068	1244316.406	2.260	6.681	5.782	0.000	0.000
1243770.508	0.739	14.084	1.937	1244036.133	3.423	10.165	0.997	1244998.047	3.992	5.170	2.090	1243730.469	9.240	8.148	-6.780	1244920.898	4.253	9.598	1.379	1244335.937	-6.971	9.366	3.132	0.000	0.000
1243790.070	-1.891	20.520	2.925	1244055.664	0.846	7.665	-5.485	1245017.578	3.029	5.005	1.828	1243750.000	7.125	5.232	-2.878	1244940.430	4.789	10.317	1.071	1244355.469	-2.201	10.170	6.129	0.000	0.000
1243809.570	-1.307	20.795	1.253	1244075.195	-0.038	7.272	1.235	1245037.109	1.770	4.944	1.734	1243769.531	4.302	4.131	3.248	1244959.961	4.474	10.453	2.044	1244375.000	-3.633	11.814	5.370	0.000	0.000
1243829.102	-0.603	18.571	-0.265	1244094.727	-1.885	16.720	-0.815	1245056.641	0.804	4.928	1.406	1243789.062	-2.106	3.946	4.814	1244979.492	0.219	11.654	4.697	1244394.531	-7.519	19.297	9.547	0.000	0.000
1243848.633	-1.227	15.219	1.333	1244114.258	-3.269	14.753	4.923	1245076.172	-0.620	4.118	1.762	1243808.594	-2.140	4.899	1.409	1244999.023	0.848	10.518	2.969	1244414.062	-6.507	18.472	9.124	0.000	0.000
1243868.164	-1.070	12.528	0.997	1244133.789	-1.346	12.728	2.491	1245095.703	-1.633	3.022	1.975	1243828.125	1.299	9.854	-0.870	1245018.555	3.911	11.973	2.025	1244433.594	-1.153	15.197	7.771	0.000	0.000
1243887.695	-0.431	11.380	0.893	1244153.320	0.654	23.796	4.648	1245115.234	-2.756	1.232	0.911	1243847.656	8.747	13.602	-6.030	1245038.086	8.838	16.335	0.699	1244453.125	-0.895	14.639	5.661	0.000	0.000
1243907.227	-0.374	9.650	-1.394	1244172.852	3.538	18.977	1.166	1245134.766	-3.213	-0.290	0.352	1243867.187	12.210	19.155	-9.735	1245057.617	11.895	19.526	2.822	1244472.656	2.911	12.082	4.558	0.000	0.000
1243926.758	-0.496	7.918	-1.639	1244192.383	0.769	15.465	0.829	1245154.297	-3.585	-1.857	0.749	1243886.719	6.901	19.589	-9.940	1245077.148	15.334	19.236	3.424	1244492.187	1.892	11.129	3.471	0.000	0.000
1243946.289	-0.412	6.496	-1.191	1244211.914	-3.077	10.858	-0.308	1245173.828	-1.773	-3.816	0.268	1243906.250	2.248	22.641	-2.103	1245096.680	15.885	12.452	3.550	1244511.719	-0.786	10.193	3.005	0.000	0.000
1243965.820	-0.560	5.417	-0.004	1244231.445	-5.538	10.202	-0.833	1245193.359	2.201	-3.857	1.263	1243925.781	1.525	21.640	6.337	1245116.211	11.687	15.560	3.624	1244531.250	-1.719	7.721	2.621	0.000	0.000
1243985.352	-0.314	3.881	0.637	1244250.977	-4.808	8.672	-0.249	1245212.891	7.517	-1.848	3.566	1243945.312	1.168	17.850	9.109	1245135.742	3.208	10.487	7.289	1244550.781	-1.662	5.980	2.501	0.000	0.000
1244004.883	-0.550	2.687	0.980	1244270.508	-1.923	6.178	0.379	1245232.422	10.746	2.965	6.493	1243964.844	2.127	11.685	5.047	1245155.273	6.638	-10.876	5.666	1244570.312	-2.118	5.095	2.814	0.000	0.000
1244024.414	-0.817	2.607	2.259	1244290.039	0.346	5.273	1.160	1245251.953	9.696	4.591	8.397	1243984.375	4.120	11.432	4.263	1245174.805	8.939	-8.505	-1.754	1244589.844	-2.806	3.954	3.605	0.000	0.000
1244043.945	0.066	3.770	2.588	1244309.570	1.308	4.975	1.232	1245271.484	11.458	4.169	9.717	1244003.906	2.119	11.081	4.165	1245194.336	18.401	-1.996	-0.073	1244609.375	-2.497	4.210	3.206	0.000	0.000
1244063.477	0.743	5.931	2.329	1244329.102	0.500	8.282	2.557	1245291.016	12.451	5.648	8.223	1244023.437	0.358	8.927	5.036	1245213.867	10.159	-5.669	0.789	1244628.906	-2.333	3.394	2.960	0.000	0.000
1244083.008	1.502	7.246	2.187	1244348.633	0.462	7.695	2.279	1245310.547	11.446	7.448	7.677	1244042.969	-0.377	5.636	4.607	1245233.398	7.157	-4.620	-0.926	1244648.437	-1.378	4.088	2.912	0.000	0.000
1244102.539	1.911	7.904	3.056	1244368.164	1.385	7.353	0.885	1245330.078	7.827	8.130	6.336	1244062.500	0.086	4.043	4.781	1245252.930	8.540	0.261	-0.031	1244667.969	0.091	5.221	4.944	0.000	0.000
1244122.070	2.004	6.751	0.437	1244387.695	-0.538	8.141	0.333	1245349.609	8.541	9.041	9.231	1244082.031	-1.063	2.944	5.215	1245272.461	7.841	7.232	1.279	1244687.500	3.139	6.487	6.517	0.000	0.000
1244141.602	1.986	7.943	-1.423	1244407.227	-2.692	7.699	2.101	1245369.141	11.928	8.111	12.714	1244101.562	-1.677	1.784	5.415	1245291.992	5.190	7.143	0.107	1244707.031	3.557	7.038	2.602	0.000	0.000
1244161.133	1.238	13.128	-0.236	1244426.758	-3.731	3.852	1.849	1245388.672	12.074	5.429	14.600	1244121.094	-2.983	1.249	5.536	1245311.523	3.287	8.851	1.498	1244726.562	0.650	4.919	-0.720	0.000	0.000
1244180.664	0.169	16.540	0.865	1244446.289	-5.692	3.135	-1.209	1245408.203	12.486	2.854	13.604	1244140.625	-3.338	2.086	4.664	1245331.055	2.551	9.463	1.119	1244746.094	-2.402	6.283	-0.685	0.000	0.000
1244200.195	1.078	17.280	-0.227	1244465.820	-8.692	3.419	-2.439	1245427.734	11.440	1.536	10.071	1244160.156	-2.981	2.834	5.785	1245350.586	0.485	19.342	2.040	1244765.625	-0.854	10.268	2.086	0.000	0.000
1244219.727	-0.327	15.304	3.288	1244485.352	-7.038	5.307	-2.408	1245447.266	8.487	1.541	7.361	1244179.687	-1.244	4.911	2.564	1245370.117	-6.095	28.449	6.576	1244785.156	1.045	17.841	8.385	0.000	0.000
1244239.258	-2.095	11.941	2.498	1244504.883	-5.462	9.579	-1.189	1245466.797	7.877	1.764	6.004	1244199.219	3.447	7.820	-1.492	1245389.648	-13.518	20.779	1.459	1244804.687	-1.656	15.980	11.162	0.000	0.000
1244258.789	-2.186	13.555	1.380	1244524.414	0.923	12.634	-0.240	1245486.328	7.602	2.173	5.269	1244218.750	13.151	9.927	-7.981	1245409.180	-21.819	21.782	-3.783	1244824.219	2.734	14.121	8.659	0.000	0.000
1244278.320	-0.583	15.033	1.677	1244543.945	1.192	13.903	3.021	1245505.859	6.922	2.536	4.654	1244238.281	16.157	19.754	-7.392	1245428.711	-37.264	19.427	-6.308	1244843.750	2.787	12.009	5.473	0.000	0.000
1244297.852	1.115	15.627	-0.510	1244563.477	0.500	12.341	1.459	1245525.391	6.229	3.746	4.484	1244257.812	8.310	8.698	-26.670	1245448.242	-54.913	23.028	15.738	1244863.281	0.566	11.328	5.189	0.000	0.000
1244317.383	1.000	14.548	-0.043	1244583.008	-1.846	13.967	-0.189	1245544.922	6.047	5.446	4.530	1244277.344	3.484	5.983	-13.103	1245467.773	-35.327	-1.750	-6.482	1244882.812	-0.631	13.154	7.601	0.000	0.000
1244336.914	0.080	13.078	-0.027	1244602.539	-3.346	16.375	-2.065	1245564.453	6.894	7.610	4.626	1244296.875	-4.903	-2.957	-1.831	1245487.305	-7.738	9.894	2.863	1244902.344	-1.902	14.389	6.546	0.000	0.000
1244356.445	-1.084	10.335	-0.432	1244622.070	-4.538	16.157	-2.298	1245583.984	7.455	9.649	5.565	1244316.406	0.416	3.235	10.810	1245506.836	41.193	30.518	24.458	1244921.875	-2.423	13.728	5.489	0.000	0.000
1244375.977	-0.496	8.533	-1.648	1244641.602	-7.115	15.691	-1.195	1245603.516	7.259	10.528	6.207	1244335.937	32.210	12.117	5.612	1245526.367	-78.494	-1.259	-9.637	1244941.406	-1.924	11.501	3.997	0.000	0.000
1244395.508	-1.289	7.102	-0.912	1244661.133	-7.269	14.241	-0.929	1245623.047	5.305	10.118	6.256	1244355.469	2.731	16.570	11.533	1245545.898	67.939	13.465	11.436	1244960.937	-1.704	9.869	2.811	0.000	0.000
1244415.039	-1.293	5.102	-1.292	1244680.664	-4.077	13.995	0.269	1245642.578	3.508	10.500	5.126	1244375.000	-12.042	19.148	-0.313	1245565.430	-23.631	7.203	32.976	1244980.469	-1.794	8.277	1.851	0.000	0.000
1244434.570	-1.163	4.181	-0.259	1244700.195	-0.808	12.349	-0.759	1245662.109	3.584	12.315	5.290	1244394.531	4.108	13.837	3.099	1245584.961	21.302	13.637	-0.895	1245000.000	-1.168	7.197	1.865	0.000	0.000
1244454.102	-0.571	3.533	-1.058	1244719.727	-0.192	9.478	-1.669	1245681.641	3.218	13.575	4.463	1244414.062	13.292	13.619	2.317	1245604.492	-3.928	11.939	-5.437	1245019.531	-0.345	5.818	1.747	0.000	0.000
1244473.633	-0.251	3.421	-1.066	1244739.258	-0.115	7.293	-1.688	1245701.172	3.596	14.773	3.962	1244433.594	3.395	16.594	1.073	1245624.023	5.312	9.902	1.964	1245039.062	0.580	5.253	2.110	0.000	0.000
1244493.164	-0.491	5.110	-1.140	1244758.789	-1.577	4.729	-1.269	1245720.703	3.439	15.178	3.917	1244453.125	-8.140	16.952	1.363	1245643.555	2.787	7.447	0.688	1245058.594	0.855	5.028	1.754	0.000	0.000
1244512.695	-0.887	6.299	-0.676	1244778.320	-1.769	2.800	-1.119	1245740.234	2.885	15.238	4.201	1244472.656	-10.832	14.220	1.392	1245663.086	2.620	9.589	0.818	1245078.125	0.902	4.991	0.944	0.000	0.000
1244532.227	-1.123	6.758	-0.331	1244797.852	-0.962	1.711	-0.382	1245759.766	2.121	14.520	4.089	1244492.187	-3.243	14.779	2.579	1245682.617	3.381	10.781	1.421	1245097.656	0.818	5.362	1.315	0.000	0.000
1244551.758	-1.406	7.871	-0.632	1244817.383	-0.577	1.103	-1.423	1245779.297	1.258	12.844	3.297	1244511.719	1.951	12.456	2.747	1245702.148	2.353	10.236	1.937	1245117.187	1.498	5.689	2.236	0.000	0.000
1244571.289	-2.693	8.627	-1.342	1244836.914	0.308	2.111	-1.825	1245798.828	0.946	11.473	2.746	1244531.250	3.871	9.259	2.517	1245721.680	1.778	9.554	2.248	1245136.719	0.611	6.327	1.801	0.000	0.000
1244590.820	-3.723	9.386	-0.253	1244856.445	-1.654	4.416	-2.295	1245818.359	0.192	10.056	2.239	1244550.781	4.726	8.390	3.388	1245741.211	1.625	9.563	3.558	1245156.250	-0.668	7.192	1.952	0.000	0.000
1244610.352	-3.359	10.928	0.100	1244875.977	-2.808	5.932	-2.159	1245837.891	-0.335	8.382	1.824	1244570.312	5.572	6.659	3.361	1245760.742	1.100	9.126	4.152	1245175.781	-1.413	7.607	2.927	0.000	0.000
1244629.883	-1.055	10.028	-1.488	1244895.508	-2.769	5.146	-1.721	1245857.422	-0.134	7.572	1.764	1244589.844	6.000	6.464	3.811	1245780.273	0.475	8.341	2.803	1245195.312	-5.843	10.614	4.434	0.000	0.000
1244649.414	-0.268	9.882	-2.783	1244915.039	-2.385	9.758	2.848	1245876.953	0.983	7.407	2.037	1244609.375	5.732	5.531	3.947	1245799.805	0.657	8.398	2.420	1245214.844	-7.349	8.555	3.260	0.000	0.000
1244668.945	-1.083	13.258	-0.286	1244934.570	-0.500	13.180	7.660	1245896.484	2.063	7.422	2.671	1244628.906	4.693	6.040	3.939	1245819.336	0.362	7.876	1.738	1245234.375	-1.839	6.648	0.352	0.000	0.000
1244688.477	0.702	12.122	-1.841	1244954.102	1.808	10.548	-5.158	1245916.016	2.969	6.770	2.991	1244648.437	3.657	6.023	4.169	1245838.867	0.049	8.347	2.693	1245253.906	1.067	9.508	-0.813	0.000	0.000
1244708.008	2.465	13.525	2.492	1244973.633	-1.500	17.421	-2.521	1245935.547	3.454	6.704	3.208	1244667.969	3.271	6.171	4.024	1245858.398	0.022	7.273	3.436	1245273.437	-1.311	15.421	4.092	0.000	0.000
1244727.539	1.551	15.900	-0.861	1244993.164	-2.077	7.553	-5.437	1245955.078	4.015	6.455	3.256	1244687.500	1.336	7.262	2.820	1245877.930	0.491	9.003	4.381	1245292.969	-2.936	14.992	13.260	0.000	0.000
1244747.070	0.971	16.048	1.073	1245012.695	-3.692	1.809	2.148	1245974.609	3.912	6.227	3.627	1244707.031	-1.528	9.915	1.095	1245897.461	0.152	9.189	5.857	1245312.500	-9.701	17.060	10.731	0.000	0.000
1244766.602	1.740	16.825	2.024	1245032.227	-9.385	21.544	6.151	1245994.141	4.358	6.125	3.611	1244726.562	-0.518	10.342	2.005	1245916.992	2.333	10.130	2.584	1245332.031	-5.546	13.241	6.701	0.000	0.000
1244786.133	1.756	14.364	-0.379	1245051.758	-4.538	15.347	8.598	1246013.672	4.984	7.013	5.007	1244746.094	5.672	9.299	1.789	1245936.523	2.749	10.378	3.557	1245351.562	-3.446	13.923	3.752	0.000	0.000
1244805.664	1.612	14.132	1.170	1245071.289	6.769	17.299	5.404	1246033.203	6.650	7.446	5.773	1244765.625	9.611	8.740	-0.476	1245956.055	4.260	10.160	2.721	1245371.094	-1.536	15.571	7.213	0.000	0.000
1244825.195	0.845	11.893	0.546	1245090.820	0.962	12.009	1.403	1246052.734	7.302	8.816	7.086	1244785.156	9.399	11.092	-2.411	1245975.586	3.493	10.195	2.769	1245390.625	0.467	14.477	8.023	0.000	0.000
1244844.727	0.206	9.656	0.561	1245110.352	1.808	18.120	3.255	1246072.266	7.613	10.224	7.640	1244804.687	6.914	13.616	-0.952	1245995.117	3.348	10.368	3.012	1245410.156	0.230	13.035	6.302	0.000	0.000
1244864.258	-0.308	8.535	1.190	1245129.883	-1.346	10.595	1.744	1246091.797	7.270	10.699	7.642	1244824.219	4.839	14.293	-0.758	1246014.648	3.911	10.692	2.449	1245429.687	-2.357	10.912	5.563	0.000	0.000
1244883.789	-0.907	7.645	1.311	1245149.414	-3.077	14.084	3.219	1246111.328	7.402	11.406	7.497	1244843.750	2.708	13.801	-2.326	1246034.180	3.737	11.528	2.770	1245449.219	-3.223	9.180	5.386	0.000	0.000
1244903.320	-1.358	6.948	0.161	1245168.945	-1.462	14.237	2.956	1246130.859	6.947	11.081	5.791	1244863.281	2.543	12.757	-3.388	1246053.711	3.276	10.839	1.733	1245468.750	-2.511	7.840	4.768	0.000	0.000
1244922.852	-0.952	6.375	0.848	1245188.477	1.577	12.022	2.609	1246150.391	6.174	10.372	4.795	1244882.812	3.648	13.650	-4.412	1246073.242	4.099	11.782	0.666	1245488.281	-3.039	7.734	3.827	0.000	0.000
1244942.383	-0.392	6.996	0.834	1245208.008	0.538	10.170	2.632	1246169.922	5.384	10.695	4.218	1244902.344	4.851	16.080	-7.227	1246092.773	4.232	9.933	0.592	1245507.812	-2.557	6.840	2.697	0.000	0.000
1244961.914	0.373	7.234	1.278	1245227.539	-0.462	8.944	2.822	1246189.453	5.044	11.421	5.006	1244921.875	3.971	9.389	-6.706	1246112.305	6.910	10.345	1.244	1245527.344	-2.577	6.137	1.570	0.000	0.000
1244981.445	1.447	7.207	0.666	1245247.070	-1.808	8.211	2.390	1246208.984	5.248	10.717	5.453	1244941.406	2.031	4.265	-0.744	1246131.836	8.366	15.257	9.678	1245546.875	-2.381	5.987	1.371	0.000	0.000
1245000.977	1.806	6.980	0.611	1245266.602	-3.846	6.781	1.696	1246228.516	5.706	10.204	5.831	1244960.937	2.109	7.295	3.207	1246151.367	-5.649	13.211	9.849	1245566.406	-1.381	5.903	1.462	0.000	0.000
1245020.508	1.256	7.474	1.641	1245286.133	-3.885	6.209	0.650	1246248.047	5.754	7.580	5.339	1244980.469	7.691	9.300	3.673	1246170.898	-9.846	13.745	9.539	1245585.937	-0.576	5.450	2.178	0.000	0.000
1245040.039	1.930	8.096	0.986	1245305.664	-4.500	5.743	-0.131	1246267.578	2.951	4.391	0.133	1245000.000	4.936	17.154	5.145	1246190.430	-3.774	14.781	10.309	1245605.469	-0.004	5.667	2.435	0.000	0.000
1245059.570	1.921	9.519	0.137	1245325.195	-5.269	6.169	0.811	1246287.109	5.822	2.323	5.315	1245019.531	-1.012	20.611	6.467	1246209.961	2.298	12.944	10.754	1245625.000	-1.280	6.420	2.347	0.000	0.000
1245079.102	1.675	12.055	-0.534	1245344.727	-4.115	6.953	0.474	1246306.641	3.996	5.674	3.510	1245039.062	-3.837	16.189	4.779	1246229.492	-5.120	12.001	7.387	1245644.531	-1.757	8.203	2.078	0.000	0.000
1245098.633	1.720	13.402	-0.027	1245364.258	-3.231	6.922	0.220	1246326.172	4.989	7.771	3.290	1245058.594	-3.934	11.213	2.711	1246249.023	7.336	3.749	3.536	1245664.062	-1.627	9.831	2.848	0.000	0.000
1245118.164	2.803	12.951	0.340	1245383.789	-3.962	8.068	0.297	1246345.703	3.973	8.601	3.369	1245078.125	-1.688	9.744	4.277	1246268.555	2.804	0.639	3.510	1245683.594	-0.696	10.748	5.008	0.000	0.000
1245137.695	1.717	12.709	-0.342	1245403.320	-2.538	9.776	0.077	1246365.234	3.765	10.036	3.973	1245097.656	-0.184	8.856	4.724	1246288.086	3.828	-1.493	2.449	1245703.125	-0.873	11.935	6.164	0.000	0.000
1245157.227	0.915	12.163	-0.481	1245422.852	-1.385	9.628	0.089	1246384.766	3.717	10.626	4.093	1245117.187	-1.147	7.927	4.514	1246307.617	4.963	-0.359	2.737	1245722.656	-0.098	11.890	5.561	0.000	0.000
1245176.758	0.341	11.657	-1.861	1245442.383	-1.885	10.563	1.461	1246404.297	3.184	8.996	3.028	1245136.719	-2.033	7.812	4.353	1246327.148	5.163	-0.184	2.937	1245742.187	-0.270	11.595	3.883	0.000	0.000
1245196.289	-0.284	13.728	-0.351	1245461.914	-1.769	11.792	1.139	1246423.828	2.356	7.540	2.519	1245156.250	-1.184	7.737	4.657	1246346.680	4.367	0.163	1.928	1245761.719	-2.828	11.176	2.418	0.000	0.000
1245215.820	0.945	13.202	2.531	1245481.445	-0.615	12.902	1.212	1246443.359	2.002	6.246	1.628	1245175.781	-0.836	6.698	4.863	1246366.211	3.267	-0.740	1.461	1245781.250	-3.447	11.405	2.499	0.000	0.000
1245235.352	-0.468	9.688	1.249	1245500.977	-0.423	12.920	0.294	1246462.891	0.974	5.782	1.539	1245195.312	-1.461	6.498	3.890	1246385.742	4.035	1.156	2.067	1245800.781	-0.448	12.264	5.657	0.000	0.000
1245254.883	-1.518	7.639	4.197	1245520.508	-0.692	12.888	0.056	1246482.422	1.683	5.645	1.785	1245214.844	-2.605	4.086	4.899	1246405.273	3.889	4.591	3.737	1245820.312	2.441	11.976	9.349	0.000	0.000
1245274.414	-2.688	5.704	3.232	1245540.039	-1.115	11.848	0.195	1246501.953	2.539	5.367	1.710	1245234.375	-3.260	3.972	4.777	1246424.805	3.010	3.043	0.614	1245839.844	3.807	10.406	8.882	0.000	0.000
1245293.945	-3.779	4.308	2.133	1245559.570	-2.077	12.439	2.146	1246521.484	2.981	5.560	1.830	1245253.906	-2.724	2.169	4.553	1246444.336	2.639	7.654	-0.490	1245859.375	4.718	6.694	6.140	0.000	0.000
1245313.477	-3.703	6.809	1.697	1245579.102	1.808	13.158	3.204	1246541.016	3.872	5.539	2.003	1245273.437	0.008	1.119	4.683	1246463.867	-1.069	10.967	-0.831	1245878.906	-2.010	4.057	4.628	0.000	0.000
1245333.008	-2.907	10.009	1.330	1245598.633	0.423	6.896	3.329	1246560.547	4.210	5.069	1.540	1245292.969	4.620	1.990	4.350	1246483.398	-5.186	19.985	2.520	1245898.437	-4.014	5.114	3.932	0.000	0.000
1245352.539	-1.138	13.450	2.244	1245618.164	-1.846	6.101	2.374	1246580.078	4.515	4.558	1.344	1245312.500	8.547	6.948	0.878	1246502.930	-10.153	23.066	3.870	1245917.969	-5.005	7.272	4.717	0.000	0.000
1245372.070	0.262	14.810	2.218	1245637.695	-1.615	4.514	2.060	1246599.609	4.179	4.481	0.961	1245332.031	9.003	10.159	-3.544	1246522.461	-17.386	15.581	2.455	1245937.500	-2.934	8.400	4.183	0.000	0.000
1245391.602	0.817	11.239	1.674	1245657.227	0.385	7.241	0.933	1246619.141	3.925	4.181	0.906	1245351.562	13.594	6.802	-9.861	1246541.992	-33.167	8.555	-0.732	1245957.031	0.798	10.362	6.011	0.000	0.000
1245411.133	1.619	9.939	1.881	1245676.758	0.269	12.727	2.524	1246638.672	3.774	4.108	0.404	1245371.094	18.246	5.413	-13.868	1246561.523	-42.282	-5.842	-11.312	1245976.562	0.931	11.065	7.332	0.000	0.000
1245430.664	1.300	8.975	2.036	1245696.289	-1.654	14.061	2.515	1246658.203	3.740	3.850	0.233	1245390.625	3.320	7.893	-6.449	1246581.055	-19.049	13.850	-3.671	1245996.094	-0.457	8.782	6.144	0.000	0.000
1245450.195	0.488	8.236	0.847	1245715.820	-0.538	10.576	2.681	1246677.734	2.178	4.225	0.329	1245410.156	-4.640	6.439	-6.306	1246600.586	5.205	17.440	2.302	1246015.625	0.136	8.554	4.755	0.000	0.000
1245469.727	0.087	7.770	0.708	1245735.352	-5.269	6.868	1.021	1246697.266	2.564	4.762	-0.718	1245429.687	-4.979	-1.415	5.992	1246620.117	61.974	20.796	39.628	1246035.156	-0.014	8.259	4.693	0.000	0.000
1245489.258	0.243	7.849	0.310	1245754.883	-5.923	9.805	0.474	1246716.797	3.627	5.811	0.257	1245449.219	13.680	18.284	-1.211	1246639.648	-78.755	-9.781	-15.492	1246054.687	-0.440	8.116	5.098	0.000	0.000
1245508.789	-0.477	8.303	0.340	1245774.414	-3.115	11.782	-0.197	1246736.328	3.802	6.914	1.408	1245468.750	-9.270	21.976	7.588	1246659.180	78.247	43.263	25.852	1246074.219	-0.177	8.668	5.142	0.000	0.000
1245528.320	-0.677	8.416	0.308	1245793.945	-0.038	10.120	-0.460	1246755.859	4.112	10.174	1.899	1245488.281	-9.816	15.322	10.689	1246678.711	-55.858	4.656	3.184	1246093.750	0.020	8.741	4.689	0.000	0.000
1245547.852	-0.798	7.800	0.158	1245813.477	1.615	8.144	0.222	1246775.391	7.369	14.634	3.185	1245507.812	-0.705	17.430	6.430	1246698.242	22.011	7.480	2.998	1246113.281	-0.050	8.297	4.426	0.000	0.000
1245567.383	-0.589	6.956	1.114	1245833.008	0.692	7.351	0.948	1246794.922	13.275	22.104	5.051	1245527.344	3.749	16.422	5.716	1246717.773	-1.144	15.185	2.961	1246132.812	-0.613	7.414	3.891	0.000	0.000
1245586.914	-0.228	5.728	1.169	1245852.539	-0.692	7.653	0.675	1246814.453	13.710	28.005	12.148	1245546.875	9.961	20.911	3.832	1246737.305	9.004	10.515	3.041	1246152.344	-0.377	6.745	4.041	0.000	0.000
1245606.445	0.372	5.465	1.230	1245872.070	-2.308	6.737	0.185	1246833.984	5.827	24.212	12.655	1245566.406	4.341	15.315	3.303	1246756.836	4.004	8.214	-1.316	1246171.875	0.708	5.845	4.154	0.000	0.000
1245625.977	1.288	4.513	0.773	1245891.602	-1.692	6.045	-0.396	1246853.516	2.424	21.890	12.099	1245585.937	0.932	12.458	4.786	1246776.367	3.252	10.201	1.156	1246191.406	1.365	5.616	4.036	0.000	0.000
1245645.508	1.723	4.133	0.309	1245911.133	-0.500	4.512	0.313	1246873.047	0.314	20.831	10.106	1245605.469	0.121	11.536	4.384	1246795.898	2.603	10.306	1.285	1246210.937	0.768	4.326	3.510	0.000	0.000
1245665.039	1.441	4.976	0.114	1245930.664	-3.577	6.088	-2.546	1246892.578	-2.378	15.756	4.804	1245625.000	1.568	10.000	2.985	1246815.430	3.295	10.430	2.516	1246230.469	1.209	4.173	1.855	0.000	0.000
1245684.570	1.002	5.741	0.157	1245950.195	-4.308	5.333	-1.813	1246912.109	-4.213	11.637	1.937	1245644.531	2.165	8.876	1.148	1246834.961	1.931	10.433	3.184	1246250.000	-0.383	3.782	-0.089	0.000	0.000
1245704.102	-0.476	7.111	0.440	1245969.727	-5.615	5.027	-1.364	1246931.641	-5.389	10.406	0.452	1245664.062	3.140	7.185	-1.415	1246854.492	-0.086	8.955	3.115	1246269.531	-1.767	4.055	-0.444	0.000	0.000
1245723.633	-2.278	7.823	0.214	1245989.258	-4.846	2.564	-0.430	1246951.172	-3.545	9.361	1.303	1245683.594	4.128	4.749	-2.600	1246874.023	0.345	8.678	3.479	1246289.062	-1.910	4.982	1.426	0.000	0.000
1245743.164	-2.442	8.053	-0.173	1246008.789	-3.077	4.483	-0.087	1246970.703	-2.173	7.788	2.012	1245703.125	5.462	5.242	-3.762	1246893.555	1.096	7.494	1.977	1246308.594	-1.256	6.198	3.986	0.000	0.000
1245762.695	0.169	9.117	0.894	1246028.320	-0.923	5.958	2.112	1246990.234	0.391	6.197	3.349	1245722.656	6.267	5.074	-4.080	1246913.086	0.680	7.359	0.973	1246328.125	-0.472	7.671	4.912	0.000	0.000
1245782.227	2.798	13.220	3.753	1246047.852	1.846	7.779	1.813	1247009.766	3.087	5.349	4.620	1245742.187	7.169	4.251	-2.283	1246932.617	1.363	7.073	0.757	1246347.656	1.040	7.249	4.182	0.000	0.000
1245801.758	1.896	17.673	1.625	1246067.383	2.769	8.852	-1.852	1247029.297	4.322	5.070	5.345	1245761.719	5.291	5.475	-1.710	1246952.148	0.687	7.997	2.281	1246367.187	-2.851	7.399	0.807	0.000	0.000
1245821.289	0.416	21.120	5.612	1246086.914	0.154	9.072	-1.771	1247048.828	4.755	5.671	5.379	1245781.250	2.296	8.281	-1.195	1246971.680	1.007	9.021	1.070	1246386.719	-4.568	11.490	10.713	0.000	0.000
1245840.820	1.721	20.056	4.066	1246106.445	-3.038	4.938	-4.320	1247068.359	3.630	6.135	4.895	1245800.781	2.063	9.099	-1.377	1246991.211	3.544	11.266	2.833	1246406.250	-7.898	15.301	12.913	0.000	0.000
1245860.352	0.874	18.316	-0.573	1246125.977	-4.731	9.931	1.623	1247087.891	2.435	6.193	4.077	1245820.312	3.670	5.771	-2.269	1247010.742	0.160	11.199	4.170	1246425.781	-7.744	14.707	9.682	0.000	0.000
1245879.883	0.177	20.233	1.730	1246145.508	-4.538	22.499	6.555	1247107.422	1.871	6.082	2.927	1245839.844	8.931	3.657	0.835	1247030.273	6.176	11.272	-1.732	1246445.312	-2.960	15.474	7.447	0.000	0.000
1245899.414	0.598	17.083	-0.152	1246165.039	3.846	21.343	5.092	1247126.953	0.873	5.734	2.461	1245859.375	16.826	6.299	1.801	1247049.805	3.943	8.923	1.534	1246464.844	-4.865	17.049	7.865	0.000	0.000
1245918.945	-0.492	13.457	-1.202	1246184.570	4.423	15.896	1.476	1247146.484	0.140	5.276	2.290	1245878.906	13.955	7.377	3.212	1247069.336	4.227	10.528	2.782	1246484.375	-5.452	16.906	9.036	0.000	0.000
