Chest	Chest	Chest	Chest	Right Hip	Right Hip	Right Hip	Right Hip	Right Wrist	Right Wrist	Right Wrist	Right Wrist	Right Thigh	Right Thigh	Right Thigh	Right Thigh	Right foot	Right foot	Right foot	Right foot	Lower Back	Lower Back	Lower Back	Lower Back	Annotation	Annotation
Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Timestamp	Accelerometer X	Accelerometer Y	Accelerometer Z	Pulse	Level
mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	mSecs	m/(sec^2)	m/(sec^2)	m/(sec^2)	Boolean	Boolean
1231036.133	-1.127	12.796	-0.749	1231301.758	-2.577	9.294	-3.577	1232263.672	4.702	5.577	-0.127	1230996.094	5.693	14.454	7.752	1232186.523	-37.838	-19.163	-4.887	1231601.562	-5.749	12.798	4.396	0.000	0.000
1231055.664	-2.080	11.325	-0.013	1231321.289	-6.462	16.021	-1.040	1232283.203	6.276	6.643	0.147	1231015.625	-1.084	17.077	6.948	1232206.055	74.770	46.890	31.835	1231621.094	-4.624	13.046	3.167	0.000	0.000
1231075.195	-1.128	9.181	-0.810	1231340.820	-13.346	22.985	2.610	1232302.734	8.743	9.646	1.039	1231035.156	0.800	13.690	6.898	1232225.586	-42.577	-2.677	-4.235	1231640.625	-4.617	11.083	4.491	0.000	0.000
1231094.727	-0.807	7.569	-0.733	1231360.352	-2.500	18.679	1.214	1232322.266	11.469	14.652	2.142	1231054.687	-6.540	16.084	3.657	1232245.117	24.742	10.878	3.175	1231660.156	-3.062	10.179	3.728	0.000	0.000
1231114.258	0.470	5.697	-1.040	1231379.883	2.885	11.248	-1.273	1232341.797	10.384	23.248	7.074	1231074.219	2.721	16.421	2.908	1232264.648	-2.646	16.585	7.560	1231679.687	-0.267	8.595	2.712	0.000	0.000
1231133.789	1.640	4.209	0.034	1231399.414	0.308	8.874	-1.092	1232361.328	2.863	26.770	10.240	1231093.750	13.021	13.249	5.910	1232284.180	7.049	7.440	-2.124	1231699.219	1.092	7.174	2.870	0.000	0.000
1231153.320	1.324	3.359	0.355	1231418.945	-3.346	8.401	-1.549	1232380.859	-2.980	24.832	10.875	1231113.281	9.649	13.883	3.410	1232303.711	4.266	9.650	1.806	1231718.750	1.648	5.502	2.803	0.000	0.000
1231172.852	0.769	3.585	0.892	1231438.477	-3.038	7.369	-1.779	1232400.391	-7.984	25.427	11.747	1231132.812	2.479	12.005	5.605	1232323.242	3.223	9.422	0.456	1231738.281	2.480	3.938	1.902	0.000	0.000
1231192.383	-0.471	4.188	0.854	1231458.008	-3.769	4.579	-1.171	1232419.922	-9.446	22.583	11.693	1231152.344	0.235	11.542	4.231	1232342.773	2.871	10.243	2.547	1231757.812	0.905	4.139	1.500	0.000	0.000
1231211.914	-0.952	4.414	0.790	1231477.539	-3.654	2.460	-0.761	1232439.453	-8.197	17.897	8.686	1231171.875	1.801	10.960	3.158	1232362.305	3.364	10.066	2.378	1231777.344	0.979	3.953	1.989	0.000	0.000
1231231.445	-1.183	5.296	1.717	1231497.070	-2.692	2.834	-0.943	1232458.984	-5.147	14.640	7.205	1231191.406	2.351	9.934	0.519	1232381.836	3.290	9.298	1.448	1231796.875	0.669	4.178	2.037	0.000	0.000
1231250.977	-1.669	5.714	1.062	1231516.602	-1.846	2.129	-0.905	1232478.516	-1.725	11.207	5.473	1231210.937	3.530	7.765	-0.880	1232401.367	2.986	11.874	3.260	1231816.406	0.257	3.442	1.592	0.000	0.000
1231270.508	-2.226	6.285	1.377	1231536.133	-1.269	1.945	-2.793	1232498.047	4.782	8.368	6.067	1231230.469	6.242	6.627	-2.756	1232420.898	1.494	9.165	1.881	1231835.937	-1.284	4.050	1.296	0.000	0.000
1231290.039	-3.266	7.083	1.427	1231555.664	-2.038	3.906	-2.728	1232517.578	7.576	7.827	6.550	1231250.000	5.357	6.099	-2.749	1232440.430	0.972	7.546	1.674	1231855.469	-2.312	4.727	3.362	0.000	0.000
1231309.570	-2.115	10.017	0.482	1231575.195	-1.192	6.132	-1.033	1232537.109	7.150	6.856	6.491	1231269.531	4.316	5.912	-3.030	1232459.961	1.633	8.352	0.369	1231875.000	-2.450	6.432	3.978	0.000	0.000
1231329.102	-1.181	12.834	1.894	1231594.727	-1.577	5.845	2.205	1232556.641	6.475	6.705	5.378	1231289.062	4.255	5.789	-1.422	1232479.492	1.147	6.849	0.053	1231894.531	-2.430	8.135	4.059	0.000	0.000
1231348.633	-0.035	16.153	0.488	1231614.258	-0.308	10.132	6.343	1232576.172	5.617	6.550	4.385	1231308.594	3.766	6.011	-0.332	1232499.023	1.247	8.252	1.636	1231914.062	-3.123	10.365	5.740	0.000	0.000
1231368.164	1.521	17.554	4.062	1231633.789	2.115	11.972	1.423	1232595.703	4.424	6.498	3.520	1231328.125	3.922	6.302	-0.122	1232518.555	1.638	8.305	0.559	1231933.594	-6.256	12.248	9.540	0.000	0.000
1231387.695	0.410	17.735	1.043	1231653.320	3.731	9.711	-7.764	1232615.234	3.059	6.139	3.330	1231347.656	3.580	5.584	0.258	1232538.086	1.823	8.780	1.432	1231953.125	-2.611	11.693	7.112	0.000	0.000
1231407.227	-0.860	19.376	2.017	1231672.852	5.154	13.535	10.301	1232634.766	1.748	6.781	3.132	1231367.187	2.408	5.959	-1.527	1232557.617	3.298	13.996	5.268	1231972.656	-3.299	14.514	7.681	0.000	0.000
1231426.758	-0.457	18.880	2.349	1231692.383	0.615	11.987	2.510	1232654.297	-0.035	6.969	3.027	1231386.719	4.467	6.366	-3.310	1232577.148	2.998	8.980	3.355	1231992.187	-3.650	15.518	7.206	0.000	0.000
1231446.289	-0.030	16.692	1.035	1231711.914	-2.231	19.267	1.458	1232673.828	-1.662	6.753	2.891	1231406.250	6.126	5.998	-2.832	1232596.680	5.301	10.824	1.289	1232011.719	-2.382	15.542	7.310	0.000	0.000
1231465.820	-0.508	14.726	1.221	1231731.445	-4.577	15.127	2.926	1232693.359	-2.476	6.555	2.547	1231425.781	6.080	6.979	0.265	1232616.211	4.616	9.182	0.812	1232031.250	-1.807	16.463	6.578	0.000	0.000
1231485.352	-0.117	11.845	0.313	1231750.977	-0.885	16.226	1.665	1232712.891	-3.159	4.996	1.490	1231445.312	3.749	7.317	1.785	1232635.742	4.046	10.188	0.686	1232050.781	-1.176	15.567	5.912	0.000	0.000
1231504.883	0.559	10.083	-0.101	1231770.508	0.385	15.231	-0.428	1232732.422	-3.432	3.551	0.971	1231464.844	2.655	6.987	0.073	1232655.273	4.159	11.509	0.187	1232070.312	-0.023	13.259	4.389	0.000	0.000
1231524.414	-0.285	7.613	-0.457	1231790.070	-2.885	15.850	0.095	1232751.953	-2.789	2.789	0.751	1231484.375	4.769	9.423	-3.858	1232674.805	7.215	16.341	4.293	1232089.844	0.311	11.145	3.863	0.000	0.000
1231543.945	-0.282	5.920	-0.181	1231809.570	-4.346	12.560	-0.198	1232771.484	-1.883	1.737	0.352	1231503.906	9.324	17.718	-6.014	1232694.336	10.998	18.116	2.862	1232109.375	-0.823	9.342	3.753	0.000	0.000
1231563.477	-0.241	4.767	-0.119	1231829.102	-4.269	9.736	0.232	1232791.016	-0.140	1.660	0.388	1231523.437	8.555	21.822	-6.037	1232713.867	12.227	16.639	2.030	1232128.906	-1.073	7.529	3.583	0.000	0.000
1231583.008	-0.197	3.998	0.322	1231848.633	-4.808	9.424	1.004	1232810.547	1.751	1.658	0.620	1231542.969	4.184	20.108	-4.678	1232733.398	12.917	15.138	2.433	1232148.437	-2.298	6.653	3.920	0.000	0.000
1231602.539	-0.115	3.653	0.504	1231868.164	-2.692	7.711	1.486	1232830.078	3.791	1.804	1.243	1231562.500	1.903	21.483	1.827	1232752.930	10.009	9.017	1.133	1232167.969	-2.442	5.839	3.745	0.000	0.000
1231622.070	-0.309	3.574	1.102	1231887.695	0.269	7.701	1.968	1232849.609	5.800	2.162	2.805	1231582.031	0.536	17.151	7.491	1232772.461	10.584	14.485	4.379	1232187.500	-2.926	4.474	3.485	0.000	0.000
1231641.602	-0.386	3.881	1.358	1231907.227	1.538	7.699	2.070	1232869.141	7.174	2.475	3.837	1231601.562	0.466	13.539	8.120	1232791.992	2.038	-1.845	0.600	1232207.031	-2.386	3.765	4.062	0.000	0.000
1231661.133	-0.064	4.807	1.601	1231926.758	0.538	6.257	1.973	1232888.672	7.931	5.307	3.713	1231621.094	2.230	10.276	7.578	1232811.523	-3.156	-10.583	-1.680	1232226.562	-1.727	3.091	4.220	0.000	0.000
1231680.664	0.851	4.970	1.120	1231946.289	-0.154	6.715	1.265	1232908.203	8.007	8.828	3.535	1231640.625	3.167	9.581	5.152	1232831.055	18.223	-4.267	7.562	1232246.094	-1.533	3.275	3.891	0.000	0.000
1231700.195	0.643	6.814	0.254	1231965.820	-0.077	7.285	0.543	1232927.734	9.748	11.223	4.629	1231660.156	1.361	8.150	5.335	1232850.586	9.964	-4.045	0.158	1232265.625	-1.524	4.571	1.674	0.000	0.000
1231719.727	0.633	8.968	-0.678	1231985.352	-0.731	6.934	-0.383	1232947.266	8.960	13.287	4.059	1231679.687	0.215	7.116	6.081	1232870.117	4.106	-4.551	-0.083	1232285.156	-2.133	6.392	-0.749	0.000	0.000
1231739.258	0.915	9.855	-0.476	1232004.883	-1.462	7.633	-0.149	1232966.797	10.395	16.011	4.874	1231699.219	0.671	5.210	5.582	1232889.648	6.203	-2.741	0.004	1232304.687	-1.768	7.203	0.353	0.000	0.000
1231758.789	0.816	9.393	1.621	1232024.414	-1.500	5.893	-0.212	1232986.328	8.186	17.008	4.488	1231718.750	0.483	3.826	5.960	1232909.180	6.189	1.335	0.711	1232324.219	1.160	7.618	3.287	0.000	0.000
1231778.320	1.047	7.626	0.691	1232043.945	-0.923	5.730	0.517	1233005.859	6.870	15.949	4.056	1231738.281	-1.015	2.878	6.211	1232928.711	5.628	4.594	1.450	1232343.750	1.341	8.579	7.320	0.000	0.000
1231797.852	0.356	9.119	-0.428	1232063.477	-0.846	5.327	0.332	1233025.391	7.150	15.317	4.852	1231757.812	-1.061	2.085	5.471	1232948.242	5.193	11.924	3.740	1232363.281	3.378	8.818	7.223	0.000	0.000
1231817.383	-1.330	13.102	2.988	1232083.008	-1.385	4.903	1.134	1233044.922	8.866	14.576	4.612	1231777.344	-1.400	2.209	6.133	1232967.773	5.632	21.553	7.468	1232382.812	1.490	6.615	2.031	0.000	0.000
1231836.914	-0.824	13.261	1.591	1232102.539	-4.885	6.331	0.101	1233064.453	9.957	10.223	5.016	1231796.875	1.428	2.255	4.328	1232987.305	-1.415	15.952	3.933	1232402.344	-0.504	7.598	0.483	0.000	0.000
1231856.445	-1.315	13.141	0.510	1232122.070	-7.885	8.193	-0.387	1233083.984	8.132	6.639	4.225	1231816.406	2.348	2.828	4.054	1233006.836	-12.264	10.691	1.726	1232421.875	4.403	13.252	8.016	0.000	0.000
1231875.977	-2.378	15.630	2.245	1232141.602	-5.923	6.721	-0.850	1233103.516	5.887	5.273	2.982	1231835.937	3.333	6.147	-1.323	1233026.367	-19.692	16.400	6.066	1232441.406	-4.088	11.596	8.768	0.000	0.000
1231895.508	-1.669	15.483	1.111	1232161.133	-1.192	7.456	-0.581	1233123.047	5.729	5.534	2.504	1231855.469	5.855	10.304	-10.651	1233045.898	-23.709	21.697	12.731	1232460.937	-2.361	13.098	7.639	0.000	0.000
1231915.039	-1.752	15.329	0.824	1232180.664	-2.346	12.976	3.030	1233142.578	5.120	5.938	1.621	1231875.000	1.210	15.602	-9.795	1233065.430	-35.177	3.000	5.916	1232480.469	-0.347	14.078	5.209	0.000	0.000
1231934.570	-0.917	14.760	0.307	1232200.195	-3.769	18.696	4.074	1233162.109	4.240	5.294	1.286	1231894.531	-3.486	15.050	-13.943	1233084.961	-38.026	-4.466	1.920	1232500.000	0.575	13.105	6.275	0.000	0.000
1231954.102	0.444	14.697	0.410	1232219.727	3.385	14.811	0.176	1233181.641	4.569	5.268	0.816	1231914.062	-0.971	10.952	-8.612	1233104.492	-42.892	-6.207	-8.444	1232519.531	0.717	14.437	6.217	0.000	0.000
1231973.633	1.125	12.934	0.475	1232239.258	2.615	14.110	0.066	1233201.172	4.674	5.786	1.158	1231933.594	3.752	6.575	-5.567	1233124.023	-2.320	22.492	-0.204	1232539.062	-0.156	13.965	5.474	0.000	0.000
1231993.164	0.126	10.617	0.570	1232258.789	-4.731	14.024	-1.203	1233220.703	5.575	7.062	1.229	1231953.125	8.451	-2.772	-1.089	1233143.555	-8.246	38.495	12.315	1232558.594	-0.991	13.306	5.027	0.000	0.000
1232012.695	-0.722	8.800	-0.193	1232278.320	-7.538	16.255	0.188	1233240.234	6.256	8.332	1.535	1231972.656	12.178	15.387	-1.423	1233163.086	5.438	-8.716	4.692	1232578.125	-1.244	12.383	4.303	0.000	0.000
1232032.227	-0.841	7.376	-0.103	1232297.852	-5.808	13.671	-0.215	1233259.766	6.755	9.559	2.072	1231992.187	-7.313	18.226	11.017	1233182.617	32.180	27.807	22.385	1232597.656	-1.374	10.754	3.610	0.000	0.000
1232051.758	-0.882	6.337	-0.234	1232317.383	-3.846	12.630	-0.028	1233279.297	7.381	12.008	2.847	1232011.719	-3.213	16.202	9.472	1233202.148	-23.797	9.139	-11.675	1232617.187	-1.195	8.493	3.301	0.000	0.000
1232071.289	-1.043	5.066	-0.256	1232336.914	0.077	12.363	0.375	1233298.828	7.320	15.516	3.786	1232031.250	0.845	16.896	3.745	1233221.680	15.491	13.638	7.971	1232636.719	-0.517	6.894	2.511	0.000	0.000
1232090.820	-1.163	3.988	-0.349	1232356.445	1.308	9.739	0.075	1233318.359	6.557	19.081	5.012	1232050.781	6.453	17.576	-4.715	1233241.211	12.919	8.859	-3.098	1232656.250	-0.701	6.229	2.345	0.000	0.000
1232110.352	-1.043	3.720	-0.324	1232375.977	1.077	7.391	-1.041	1233337.891	4.245	22.465	6.449	1232070.312	9.289	19.631	-1.899	1233260.742	2.817	11.455	-0.956	1232675.781	-0.272	5.225	2.783	0.000	0.000
1232129.883	-0.864	4.607	1.559	1232395.508	0.846	5.981	-0.889	1233357.422	1.847	24.841	8.471	1232089.844	0.136	8.157	5.913	1233280.273	1.712	9.403	0.086	1232695.312	0.421	4.959	2.971	0.000	0.000
1232149.414	-1.184	5.257	1.555	1232415.039	-0.077	5.458	-0.680	1233376.953	-0.801	26.514	9.949	1232109.375	7.455	6.789	7.061	1233299.805	3.698	9.834	3.322	1232714.844	0.615	4.586	3.103	0.000	0.000
1232168.945	-1.351	4.986	0.943	1232434.570	-1.192	3.564	-0.431	1233396.484	-1.541	22.831	10.129	1232128.906	6.133	8.855	5.647	1233319.336	2.684	9.895	2.836	1232734.375	1.144	4.803	3.859	0.000	0.000
1232188.477	-1.233	6.257	0.725	1232454.102	-1.346	2.486	-2.059	1233416.016	-4.320	18.203	8.130	1232148.437	-0.434	10.727	2.797	1233338.867	2.372	9.253	1.608	1232753.906	0.921	4.694	3.232	0.000	0.000
1232208.008	-1.431	8.063	0.937	1232473.633	-2.038	3.929	-1.996	1233435.547	-3.374	14.353	6.072	1232167.969	-1.356	10.424	-0.990	1233358.398	2.694	9.605	1.972	1232773.437	-0.632	4.932	0.563	0.000	0.000
1232227.539	-1.042	9.220	-0.249	1232493.164	-3.346	5.284	-3.067	1233455.078	-3.286	13.143	5.101	1232187.500	0.406	8.648	-1.712	1233377.930	2.163	9.355	1.040	1232792.969	-1.562	4.608	1.561	0.000	0.000
1232247.070	-1.758	10.252	0.170	1232512.695	-5.308	5.220	-1.727	1233474.609	-1.505	10.342	3.562	1232207.031	3.943	7.169	-1.839	1233397.461	2.253	9.107	1.562	1232812.500	-2.248	6.578	2.877	0.000	0.000
1232266.602	-1.761	10.175	-0.114	1232532.227	-5.615	3.316	-0.962	1233494.141	0.905	8.462	3.728	1232226.562	5.712	6.744	-1.903	1233416.992	1.883	9.197	1.995	1232832.031	-2.657	8.767	3.099	0.000	0.000
1232286.133	-0.232	11.267	0.846	1232551.758	-4.577	6.013	4.890	1233513.672	2.613	6.350	3.585	1232246.094	6.101	6.105	-1.480	1233436.523	2.419	9.426	1.849	1232851.562	-0.841	9.712	5.201	0.000	0.000
1232305.664	0.905	12.355	2.529	1232571.289	-1.231	10.164	2.904	1233533.203	3.666	5.810	4.141	1232265.625	6.328	7.229	-1.835	1233456.055	2.228	9.461	1.892	1232871.094	-0.401	8.374	4.809	0.000	0.000
1232325.195	1.487	12.399	0.725	1232590.820	2.423	13.901	-0.609	1233552.734	3.746	5.661	4.398	1232285.156	6.440	6.685	-2.176	1233475.586	2.345	9.535	1.895	1232890.625	-3.297	9.959	4.400	0.000	0.000
1232344.727	1.111	16.242	3.081	1232610.352	4.000	11.884	-1.623	1233572.266	2.600	5.164	3.617	1232304.687	8.546	5.770	-3.077	1233495.117	3.076	9.685	1.858	1232910.156	-3.304	11.996	6.889	0.000	0.000
1232364.258	-0.537	18.072	2.309	1232629.883	2.038	6.713	-0.461	1233591.797	1.457	4.773	3.420	1232324.219	7.626	4.899	-2.745	1233514.648	2.929	9.485	2.155	1232929.687	-4.071	13.078	9.372	0.000	0.000
1232383.789	-0.697	21.147	2.344	1232649.414	2.538	11.005	-2.107	1233611.328	0.831	3.958	2.145	1232343.750	5.937	6.687	-2.406	1233534.180	4.077	9.569	1.956	1232949.219	-5.853	14.392	9.390	0.000	0.000
1232403.320	-0.280	18.613	4.013	1232668.945	-2.385	15.995	2.116	1233630.859	0.280	3.580	1.783	1232363.281	2.688	6.485	-0.457	1233553.711	2.866	10.166	1.120	1232968.750	-4.263	14.339	8.149	0.000	0.000
1232422.852	0.143	12.886	-1.677	1232688.477	1.038	18.227	3.441	1233650.391	-0.382	3.308	1.739	1232382.812	-0.483	7.019	1.690	1233573.242	3.303	9.390	1.838	1232988.281	-4.724	17.566	8.635	0.000	0.000
1232442.383	-1.707	12.137	1.304	1232708.008	-2.269	17.271	4.990	1233669.922	-0.630	2.494	1.226	1232402.344	-0.775	4.747	3.246	1233592.773	1.773	9.441	0.818	1233007.812	-2.024	14.020	7.633	0.000	0.000
1232461.914	-1.714	9.791	0.587	1232727.539	-0.808	17.627	3.817	1233689.453	-0.692	1.754	0.944	1232421.875	2.058	5.110	1.960	1233612.305	1.494	10.079	2.859	1233027.344	3.254	11.856	5.010	0.000	0.000
1232481.445	-0.362	7.996	-0.197	1232747.070	-1.962	21.544	4.261	1233708.984	-0.649	1.349	0.800	1232441.406	5.275	7.182	0.623	1233631.836	5.388	9.611	3.330	1233046.875	2.348	11.569	3.664	0.000	0.000
1232500.977	0.073	6.962	-0.653	1232766.602	-1.192	11.014	-0.720	1233728.516	-0.313	1.463	1.262	1232460.937	7.697	9.216	-3.409	1233651.367	4.868	13.224	1.437	1233066.406	0.704	10.215	3.998	0.000	0.000
1232520.508	0.396	6.081	-0.420	1232786.133	-0.538	8.778	-1.847	1233748.047	0.352	1.622	1.453	1232480.469	10.687	12.906	-4.418	1233670.898	11.165	20.693	2.438	1233085.937	-0.972	8.750	3.785	0.000	0.000
1232540.039	0.999	5.510	-0.134	1232805.664	-3.115	7.589	-1.686	1233767.578	0.988	1.266	1.300	1232500.000	12.587	19.289	-6.689	1233690.430	9.661	16.385	1.194	1233105.469	-3.000	7.215	4.330	0.000	0.000
1232559.570	1.004	5.625	0.351	1232825.195	-6.077	8.553	0.140	1233787.109	2.027	1.284	1.549	1232519.531	10.354	19.236	-6.884	1233709.961	14.256	16.833	0.367	1233125.000	-4.099	6.041	3.841	0.000	0.000
1232579.102	0.810	5.662	0.955	1232844.727	-2.962	8.664	1.980	1233806.641	1.751	2.202	1.773	1232539.062	4.852	20.962	-3.281	1233729.492	11.925	12.251	2.385	1233144.531	-3.922	5.002	2.579	0.000	0.000
1232598.633	0.697	6.353	1.711	1232864.258	-0.462	8.148	1.835	1233826.172	0.728	3.585	2.198	1232558.594	-0.269	20.067	3.858	1233749.023	7.732	9.794	1.895	1233164.062	-3.464	5.183	2.755	0.000	0.000
1232618.164	0.768	6.046	0.775	1232883.789	-0.385	7.111	1.869	1233845.703	2.594	7.311	3.691	1232578.125	-0.451	15.475	8.698	1233768.555	7.524	16.804	10.587	1233183.594	-3.236	5.403	2.852	0.000	0.000
1232637.695	1.005	6.010	0.530	1232903.320	0.308	8.108	2.001	1233865.234	6.324	10.664	5.543	1232597.656	0.109	11.568	7.040	1233788.086	8.761	0.297	2.199	1233203.125	-2.437	5.506	3.606	0.000	0.000
1232657.227	0.766	7.123	0.628	1232922.852	0.462	7.784	1.517	1233884.766	10.215	15.930	8.911	1232617.187	3.562	9.629	6.155	1233807.617	-5.774	-15.671	-15.459	1233222.656	-1.428	5.533	2.666	0.000	0.000
1232676.758	0.209	6.964	0.906	1232942.383	-0.538	8.205	0.876	1233904.297	10.949	18.202	9.055	1232636.719	3.086	9.813	4.781	1233827.148	12.602	-3.911	3.409	1233242.187	-1.656	5.165	2.751	0.000	0.000
1232696.289	0.409	7.004	0.866	1232961.914	-0.731	7.423	1.079	1233923.828	10.158	18.345	8.081	1232656.250	0.280	8.891	4.957	1233846.680	7.570	-3.566	0.941	1233261.719	-0.771	5.267	2.622	0.000	0.000
1232715.820	0.890	7.394	1.001	1232981.445	-1.577	6.211	0.581	1233943.359	9.007	19.887	7.135	1232675.781	-0.717	7.244	5.204	1233866.211	4.027	-3.861	0.920	1233281.250	-0.584	5.821	2.627	0.000	0.000
1232735.352	1.086	8.049	0.632	1233000.977	-1.808	5.882	0.357	1233962.891	10.714	19.953	7.606	1232695.312	-0.339	5.342	4.551	1233885.742	4.676	-2.798	0.401	1233300.781	0.789	6.400	3.118	0.000	0.000
1232754.883	1.566	8.477	0.648	1233020.508	-2.346	6.000	0.010	1233982.422	12.731	17.325	7.727	1232714.844	-1.293	3.310	5.276	1233905.273	4.601	1.249	1.683	1233320.312	1.851	7.204	3.811	0.000	0.000
1232774.414	1.960	8.520	-0.034	1233040.039	-2.846	5.572	-0.842	1234001.953	10.877	13.297	6.867	1232734.375	-1.757	2.274	5.098	1233924.805	4.312	6.484	4.384	1233339.844	1.985	7.721	5.311	0.000	0.000
1232793.945	0.964	11.433	0.442	1233059.570	-3.192	6.109	-1.767	1234021.484	6.737	8.051	4.660	1232753.906	-2.870	2.812	5.323	1233944.336	2.883	12.288	6.093	1233359.375	-0.077	7.816	3.699	0.000	0.000
1232813.477	0.511	13.351	3.062	1233079.102	-4.654	4.890	-0.048	1234041.016	3.787	5.621	1.048	1232773.437	-1.221	3.029	4.797	1233963.867	1.977	11.984	5.507	1233378.906	-2.256	7.541	2.675	0.000	0.000
1232833.008	0.015	13.846	1.532	1233098.633	-8.692	5.066	0.424	1234060.547	0.799	5.514	-1.668	1232792.969	-0.224	3.381	4.511	1233983.398	-1.283	8.124	1.962	1233398.437	0.033	10.185	5.791	0.000	0.000
1232852.539	-1.374	14.140	2.601	1233118.164	-6.731	8.208	0.714	1234080.078	-0.140	8.013	-1.629	1232812.500	0.151	4.488	3.539	1234002.930	-6.955	8.955	2.376	1233417.969	-0.979	12.825	8.186	0.000	0.000
1232872.070	-2.545	13.398	1.495	1233137.695	-1.500	8.083	1.386	1234099.609	-0.911	7.774	-1.438	1232832.031	2.698	7.453	0.601	1234022.461	-10.924	20.292	6.019	1233437.500	-3.547	12.813	7.288	0.000	0.000
1232891.602	-2.188	14.632	1.233	1233157.227	2.269	11.518	0.005	1234119.141	-0.958	6.476	-1.412	1232851.562	5.678	10.771	-5.277	1234041.992	-14.680	25.498	8.561	1233457.031	0.427	12.774	6.057	0.000	0.000
1232911.133	-1.354	15.794	0.643	1233176.758	-1.923	17.270	3.151	1234138.672	0.324	5.934	-0.206	1232871.094	8.053	15.605	-10.064	1234061.523	-25.702	18.546	7.601	1233476.562	0.396	12.922	5.143	0.000	0.000
1232930.664	-0.196	15.729	0.428	1233196.289	0.308	15.770	2.229	1234158.203	3.116	5.430	0.241	1232890.625	8.227	14.630	-15.776	1234081.055	-9.875	7.960	15.615	1233496.094	0.766	13.511	6.038	0.000	0.000
1232950.195	0.567	14.313	0.710	1233215.820	1.038	13.272	1.198	1234177.734	4.907	5.380	1.432	1232910.156	6.759	9.670	-16.381	1234100.586	-50.162	-13.918	-4.603	1233515.625	-0.160	14.335	5.462	0.000	0.000
1232969.727	0.128	12.847	0.841	1233235.352	0.231	12.271	-0.591	1234197.266	6.652	5.664	2.494	1232929.687	1.925	8.466	-7.492	1234120.117	-16.182	15.363	1.622	1233535.156	-1.236	14.346	5.403	0.000	0.000
1232989.258	-0.478	10.380	0.204	1233254.883	-4.115	13.487	-2.119	1234216.797	8.123	6.793	3.621	1232949.219	0.813	1.070	-3.282	1234139.648	68.467	70.496	38.237	1233554.687	-2.146	12.947	5.479	0.000	0.000
1233008.789	-1.242	9.026	-0.176	1233274.414	-5.308	15.463	-0.908	1234236.328	8.951	8.140	3.929	1232968.750	12.272	3.893	0.234	1234159.180	-79.359	-33.369	-25.209	1233574.219	-2.008	11.613	4.580	0.000	0.000
1233028.320	-0.964	7.260	-0.387	1233293.945	-4.423	15.260	-0.060	1234255.859	8.474	9.651	3.698	1232988.281	5.739	15.014	16.247	1234178.711	77.219	18.600	13.921	1233593.750	-1.609	10.424	4.351	0.000	0.000
1233047.852	-0.843	6.453	-0.269	1233313.477	-1.923	13.908	0.882	1234275.391	7.870	11.901	3.368	1233007.812	-2.886	15.609	-3.987	1234198.242	-20.670	9.554	10.395	1233613.281	-1.048	8.825	3.674	0.000	0.000
1233067.383	-1.283	5.564	-0.269	1233333.008	-0.231	11.653	0.697	1234294.922	6.844	15.065	3.456	1233027.344	-6.204	18.231	-1.137	1234217.773	-0.642	-0.019	-13.687	1233632.812	-0.426	7.967	3.857	0.000	0.000
1233086.914	-0.757	5.569	0.326	1233352.539	-0.038	9.563	-0.351	1234314.453	3.544	19.580	4.646	1233046.875	-5.526	15.057	1.211	1234237.305	8.718	18.275	1.163	1233652.344	-0.020	6.482	3.184	0.000	0.000
1233106.445	-0.796	5.531	0.404	1233372.070	0.000	7.822	-0.336	1234333.984	0.501	21.995	5.222	1233066.406	7.646	14.651	3.071	1234256.836	3.574	13.513	3.083	1233671.875	-0.242	5.928	2.910	0.000	0.000
1233125.977	-0.594	5.302	0.551	1233391.602	-0.154	6.195	-0.507	1234353.516	-2.657	22.814	5.842	1233085.937	9.989	14.979	2.783	1234276.367	5.739	9.574	-0.368	1233691.406	-0.192	5.224	2.400	0.000	0.000
1233145.508	-0.867	5.491	1.323	1233411.133	-1.115	4.613	-1.038	1234373.047	-4.382	22.583	6.976	1233105.469	4.602	12.787	2.460	1234295.898	3.854	9.547	0.919	1233710.937	-0.233	5.039	2.887	0.000	0.000
1233165.039	-1.147	5.873	1.305	1233430.664	-1.308	4.322	-1.296	1234392.578	-4.786	20.793	7.474	1233125.000	-2.118	11.871	3.597	1234315.430	2.234	9.930	0.650	1233730.469	0.152	4.887	3.037	0.000	0.000
1233184.570	-0.986	5.952	1.427	1233450.195	-2.500	4.842	-1.355	1234412.109	-4.072	18.328	7.211	1233144.531	0.256	10.705	2.527	1234334.961	3.140	9.442	1.535	1233750.000	1.148	4.618	3.692	0.000	0.000
