@relation Accelerometer-weka.filters.unsupervised.attribute.Remove-R1

@attribute accX numeric
@attribute accY numeric
@attribute accZ numeric
@attribute accTotal numeric
@attribute label {lying,running,sitting,standing,walking}

@data
-7.885,2.432,-5.766,10.066509,sitting
-7.885,2.373,-5.727,10.030099,sitting
-7.904,2.432,-5.766,10.081399,sitting
-7.924,2.452,-5.707,10.068363,sitting
-7.943,2.452,-5.727,10.094656,sitting
-7.924,2.432,-5.727,10.074866,sitting
-7.924,2.432,-5.727,10.074866,sitting
-7.904,2.432,-5.707,10.04777,sitting
-7.865,2.471,-5.707,10.02666,sitting
-7.826,2.412,-5.649,9.948629,sitting
-7.845,2.373,-5.707,9.987242,sitting
-7.826,2.314,-5.727,9.969925,sitting
-7.826,2.314,-5.727,9.969925,sitting
-7.865,2.412,-5.649,9.979337,sitting
-7.885,2.393,-5.707,10.023449,sitting
-7.865,2.334,-5.707,9.99378,sitting
-7.865,2.334,-5.747,10.016676,sitting
-7.865,2.373,-5.747,10.025835,sitting
-7.865,2.373,-5.747,10.025835,sitting
-7.865,2.373,-5.786,10.048241,sitting
-7.885,2.354,-5.806,10.070957,sitting
-7.865,2.412,-5.766,10.04603,sitting
-7.924,2.412,-5.727,10.070057,sitting
-7.904,2.412,-5.668,10.020837,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.885,2.393,-5.766,10.057158,sitting
-7.904,2.354,-5.747,10.051992,sitting
-7.904,2.373,-5.747,10.056458,sitting
-7.885,2.412,-5.668,10.005858,sitting
-7.924,2.354,-5.649,10.012107,sitting
-7.924,2.354,-5.649,10.012107,sitting
-7.826,2.412,-5.727,9.993125,sitting
-7.885,2.452,-5.747,10.060494,sitting
-7.885,2.491,-5.766,10.080926,sitting
-7.865,2.432,-5.786,10.062338,sitting
-7.943,2.452,-5.727,10.094656,sitting
-7.943,2.452,-5.727,10.094656,sitting
-7.845,2.412,-5.786,10.041891,sitting
-7.845,2.373,-5.766,10.021073,sitting
-7.845,2.373,-5.806,10.044142,sitting
-7.826,2.354,-5.786,10.013261,sitting
-7.904,2.354,-5.806,10.08584,sitting
-7.904,2.354,-5.806,10.08584,sitting
-7.924,2.432,-5.806,10.119982,sitting
-7.904,2.432,-5.766,10.081399,sitting
-7.885,2.393,-5.707,10.023449,sitting
-7.865,2.334,-5.688,9.982942,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.845,2.393,-5.727,10.00345,sitting
-7.806,2.471,-5.727,9.991897,sitting
-7.845,2.432,-5.707,10.001425,sitting
-7.865,2.314,-5.707,9.989128,sitting
-7.865,2.393,-5.707,10.007723,sitting
-7.865,2.393,-5.707,10.007723,sitting
-7.885,2.373,-5.649,9.985768,sitting
-7.885,2.354,-5.629,9.969964,sitting
-7.865,2.432,-5.688,10.006308,sitting
-7.845,2.471,-5.747,10.033837,sitting
-7.865,2.412,-5.727,10.023697,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.865,2.432,-5.707,10.01712,sitting
-7.865,2.412,-5.668,9.990105,sitting
-7.904,2.452,-5.707,10.05263,sitting
-7.924,2.354,-5.707,10.044946,sitting
-7.924,2.354,-5.707,10.044946,sitting
-7.885,2.412,-5.727,10.039397,sitting
-7.885,2.373,-5.786,10.063903,sitting
-7.924,2.334,-5.786,10.085392,sitting
-7.865,2.373,-5.786,10.048241,sitting
-7.904,2.373,-5.864,10.123776,sitting
-7.904,2.373,-5.864,10.123776,sitting
-7.845,2.373,-5.845,10.066736,sitting
-7.865,2.354,-5.806,10.055306,sitting
-7.826,2.373,-5.806,10.029309,sitting
-7.786,2.432,-5.806,10.012295,sitting
-7.786,2.432,-5.727,9.966692,sitting
-7.786,2.432,-5.727,9.966692,sitting
-7.826,2.412,-5.786,10.027054,sitting
-7.826,2.452,-5.766,10.025235,sitting
-7.885,2.393,-5.786,10.068638,sitting
-7.865,2.393,-5.786,10.052983,sitting
-7.924,2.412,-5.806,10.115194,sitting
-7.924,2.412,-5.806,10.115194,sitting
-7.845,2.452,-5.786,10.051573,sitting
-7.826,2.393,-5.806,10.03406,sitting
-7.806,2.373,-5.747,9.979618,sitting
-7.826,2.432,-5.766,10.020362,sitting
-7.885,2.452,-5.825,10.105254,sitting
-7.885,2.452,-5.825,10.105254,sitting
-7.865,2.373,-5.806,10.059771,sitting
-7.865,2.354,-5.825,10.066289,sitting
-7.885,2.354,-5.806,10.070957,sitting
-7.865,2.393,-5.786,10.052983,sitting
-7.924,2.432,-5.766,10.097087,sitting
-7.904,2.452,-5.786,10.097689,sitting
-7.904,2.452,-5.786,10.097689,sitting
-7.826,2.452,-5.727,10.002855,sitting
-7.865,2.412,-5.766,10.04603,sitting
-7.865,2.354,-5.747,10.021355,sitting
-7.885,2.373,-5.727,10.030099,sitting
-7.826,2.373,-5.766,10.006206,sitting
-7.826,2.373,-5.766,10.006206,sitting
-7.806,2.373,-5.747,9.979618,sitting
-7.806,2.393,-5.747,9.984393,sitting
-7.826,2.354,-5.747,9.990776,sitting
-7.885,2.373,-5.766,10.052418,sitting
-7.924,2.412,-5.786,10.103728,sitting
-7.924,2.412,-5.786,10.103728,sitting
-7.845,2.354,-5.727,9.994192,sitting
-7.826,2.334,-5.727,9.974586,sitting
-7.845,2.334,-5.59,9.911593,sitting
-7.845,2.354,-5.629,9.938359,sitting
-7.826,2.393,-5.707,9.977102,sitting
-7.826,2.393,-5.707,9.977102,sitting
-7.826,2.373,-5.707,9.972324,sitting
-7.786,2.373,-5.707,9.940964,sitting
-7.806,2.373,-5.707,9.956637,sitting
-7.786,2.334,-5.766,9.965747,sitting
-7.786,2.334,-5.727,9.943233,sitting
-7.786,2.334,-5.727,9.943233,sitting
-7.806,2.314,-5.727,9.954233,sitting
-7.826,2.354,-5.766,10.001717,sitting
-7.786,2.393,-5.806,10.002894,sitting
-7.806,2.373,-5.766,9.990572,sitting
-7.806,2.354,-5.806,10.009225,sitting
-7.806,2.354,-5.806,10.009225,sitting
-7.845,2.354,-5.786,10.028117,sitting
-7.845,2.373,-5.766,10.021073,sitting
-7.865,2.412,-5.766,10.04603,sitting
-7.904,2.412,-5.727,10.054327,sitting
-7.924,2.432,-5.668,10.041445,sitting
-7.943,2.393,-5.707,10.069138,sitting
-7.943,2.393,-5.707,10.069138,sitting
-7.943,2.373,-5.629,10.02038,sitting
-7.924,2.354,-5.649,10.012107,sitting
-7.943,2.393,-5.629,10.025135,sitting
-7.983,2.432,-5.668,10.088069,sitting
-7.943,2.432,-5.727,10.089817,sitting
-7.943,2.432,-5.727,10.089817,sitting
-7.885,2.432,-5.727,10.044221,sitting
-7.865,2.432,-5.727,10.028528,sitting
-7.885,2.393,-5.747,10.046277,sitting
-7.865,2.393,-5.766,10.041485,sitting
-7.924,2.393,-5.747,10.076916,sitting
-7.924,2.393,-5.747,10.076916,sitting
-7.865,2.393,-5.688,9.9969,sitting
-7.904,2.393,-5.707,10.038402,sitting
-7.943,2.373,-5.707,10.064404,sitting
-7.924,2.393,-5.727,10.065523,sitting
-7.943,2.393,-5.727,10.080487,sitting
-7.943,2.393,-5.727,10.080487,sitting
-7.904,2.373,-5.766,10.067328,sitting
-7.904,2.393,-5.786,10.083524,sitting
-7.904,2.373,-5.747,10.056458,sitting
-7.904,2.393,-5.747,10.061196,sitting
-7.943,2.393,-5.727,10.080487,sitting
-7.943,2.393,-5.727,10.080487,sitting
-7.904,2.412,-5.747,10.065732,sitting
-7.885,2.373,-5.747,10.041532,sitting
-7.865,2.354,-5.747,10.021355,sitting
-7.885,2.393,-5.668,10.001295,sitting
-7.826,2.452,-5.707,9.991418,sitting
-7.826,2.452,-5.707,9.991418,sitting
-7.845,2.412,-5.806,10.053428,sitting
-7.845,2.373,-5.786,10.032594,sitting
-7.865,2.373,-5.766,10.036738,sitting
-7.845,2.373,-5.688,9.976397,sitting
-7.845,2.314,-5.668,9.951123,sitting
-7.532,2.314,-5.747,9.752622,sitting
-7.806,2.314,-5.747,9.965753,sitting
-7.865,2.354,-5.727,10.009899,sitting
-7.845,2.412,-5.707,9.99658,sitting
-7.845,2.393,-5.747,10.014913,sitting
-7.845,2.393,-5.688,9.981173,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.865,2.452,-5.747,10.044826,sitting
-7.865,2.452,-5.786,10.067191,sitting
-7.845,2.393,-5.766,10.025828,sitting
-7.865,2.373,-5.727,10.014384,sitting
-7.845,2.373,-5.707,9.987242,sitting
-7.845,2.373,-5.707,9.987242,sitting
-7.845,2.354,-5.688,9.971895,sitting
-7.885,2.373,-5.649,9.985768,sitting
-7.845,2.373,-5.766,10.021073,sitting
-7.865,2.432,-5.747,10.039963,sitting
-7.845,2.393,-5.766,10.025828,sitting
-7.845,2.393,-5.766,10.025828,sitting
-7.865,2.334,-5.766,10.027589,sitting
-7.826,2.373,-5.786,10.017744,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.885,2.393,-5.727,10.034849,sitting
-7.904,2.393,-5.727,10.049786,sitting
-7.904,2.393,-5.727,10.049786,sitting
-7.885,2.432,-5.707,10.032831,sitting
-7.865,2.393,-5.766,10.041485,sitting
-7.885,2.354,-5.688,10.003394,sitting
-7.885,2.373,-5.707,10.018693,sitting
-7.845,2.432,-5.786,10.046713,sitting
-7.845,2.432,-5.786,10.046713,sitting
-7.885,2.412,-5.727,10.039397,sitting
-7.826,2.412,-5.707,9.981677,sitting
-7.806,2.373,-5.649,9.923506,sitting
-7.826,2.412,-5.747,10.0046,sitting
-7.865,2.393,-5.727,10.019142,sitting
-7.904,2.373,-5.727,10.045042,sitting
-7.904,2.373,-5.727,10.045042,sitting
-7.904,2.373,-5.707,10.033653,sitting
-7.904,2.354,-5.747,10.051992,sitting
-7.904,2.354,-5.707,10.029176,sitting
-7.865,2.393,-5.806,10.064507,sitting
-7.865,2.432,-5.786,10.062338,sitting
-7.865,2.432,-5.786,10.062338,sitting
-7.885,2.432,-5.747,10.055638,sitting
-7.806,2.334,-5.766,9.98138,sitting
-7.845,2.334,-5.747,10.000979,sitting
-7.885,2.354,-5.727,10.025621,sitting
-7.786,2.432,-5.747,9.978198,sitting
-7.786,2.432,-5.747,9.978198,sitting
-7.826,2.452,-5.727,10.002855,sitting
-7.865,2.412,-5.707,10.012283,sitting
-7.806,2.354,-5.707,9.952125,sitting
-7.865,2.354,-5.707,9.998469,sitting
-7.845,2.412,-5.747,10.01947,sitting
-7.845,2.412,-5.747,10.01947,sitting
-7.865,2.334,-5.707,9.99378,sitting
-7.885,2.471,-5.766,10.076002,sitting
-7.904,2.393,-5.766,10.072061,sitting
-7.904,2.412,-5.707,10.042948,sitting
-7.904,2.354,-5.609,9.973736,sitting
-7.904,2.354,-5.609,9.973736,sitting
-7.885,2.373,-5.707,10.018693,sitting
-7.865,2.432,-5.766,10.050851,sitting
-7.885,2.373,-5.766,10.052418,sitting
-7.904,2.354,-5.786,10.07434,sitting
-7.904,2.334,-5.806,10.081191,sitting
-7.904,2.334,-5.806,10.081191,sitting
-7.885,2.334,-5.806,10.066301,sitting
-7.845,2.354,-5.806,10.03967,sitting
-7.845,2.354,-5.727,9.994192,sitting
-7.845,2.393,-5.766,10.025828,sitting
-7.845,2.354,-5.707,9.982745,sitting
-7.865,2.354,-5.688,9.987637,sitting
-7.865,2.354,-5.688,9.987637,sitting
-7.845,2.432,-5.747,10.024303,sitting
-7.845,2.412,-5.727,10.008012,sitting
-7.826,2.373,-5.727,9.983784,sitting
-7.845,2.373,-5.747,10.010153,sitting
-7.806,2.334,-5.747,9.970416,sitting
-7.806,2.334,-5.747,9.970416,sitting
-7.806,2.354,-5.747,9.975117,sitting
-7.845,2.373,-5.707,9.987242,sitting
-7.826,2.354,-5.707,9.96782,sitting
-7.826,2.354,-5.727,9.979285,sitting
-7.845,2.354,-5.786,10.028117,sitting
-7.845,2.354,-5.786,10.028117,sitting
-7.845,2.393,-5.806,10.048886,sitting
-7.885,2.373,-5.825,10.086376,sitting
-7.943,2.393,-5.806,10.125578,sitting
-7.963,2.373,-5.747,10.102896,sitting
-7.983,2.393,-5.747,10.123376,sitting
-7.983,2.393,-5.747,10.123376,sitting
-7.885,2.432,-5.747,10.055638,sitting
-7.885,2.432,-5.707,10.032831,sitting
-7.826,2.452,-5.668,9.969193,sitting
-7.826,2.432,-5.688,9.975683,sitting
-7.865,2.432,-5.766,10.050851,sitting
-7.865,2.432,-5.766,10.050851,sitting
-7.845,2.412,-5.707,9.99658,sitting
-7.826,2.393,-5.707,9.977102,sitting
-7.865,2.373,-5.707,10.00296,sitting
-7.943,2.393,-5.727,10.080487,sitting
-7.983,2.432,-5.806,10.166246,sitting
-7.983,2.432,-5.806,10.166246,sitting
-7.904,2.471,-5.766,10.090878,sitting
-7.885,2.432,-5.747,10.055638,sitting
-7.845,2.373,-5.747,10.010153,sitting
-7.904,2.354,-5.766,10.062867,sitting
-7.865,2.412,-5.806,10.069042,sitting
-7.865,2.393,-5.806,10.064507,sitting
-7.865,2.393,-5.806,10.064507,sitting
-7.826,2.393,-5.747,10.000037,sitting
-7.826,2.373,-5.649,9.939246,sitting
-7.885,2.412,-5.727,10.039397,sitting
-7.786,2.393,-5.727,9.957247,sitting
-7.786,2.393,-5.747,9.968764,sitting
-7.786,2.393,-5.747,9.968764,sitting
-7.826,2.334,-5.727,9.974586,sitting
-7.806,2.373,-5.766,9.990572,sitting
-7.806,2.393,-5.786,10.006892,sitting
-7.845,2.373,-5.727,9.998684,sitting
-7.885,2.412,-5.727,10.039397,sitting
-7.885,2.412,-5.727,10.039397,sitting
-7.924,2.393,-5.707,10.054157,sitting
-7.904,2.393,-5.649,10.005542,sitting
-7.924,2.393,-5.668,10.032071,sitting
-7.904,2.471,-5.707,10.057281,sitting
-7.904,2.471,-5.707,10.057281,sitting
-7.904,2.471,-5.707,10.057281,sitting
-7.845,2.412,-5.688,9.985745,sitting
-7.845,2.393,-5.727,10.00345,sitting
-7.845,2.373,-5.707,9.987242,sitting
-7.865,2.373,-5.668,9.98076,sitting
-7.845,2.393,-5.747,10.014913,sitting
-7.845,2.393,-5.747,10.014913,sitting
-7.865,2.491,-5.806,10.088258,sitting
-7.786,2.471,-5.766,9.99872,sitting
-7.845,2.471,-5.806,10.067746,sitting
-7.865,2.432,-5.825,10.084814,sitting
-7.845,2.334,-5.766,10.01191,sitting
-7.845,2.334,-5.766,10.01191,sitting
-7.904,2.334,-5.688,10.013696,sitting
-7.885,2.354,-5.727,10.025621,sitting
-7.865,2.354,-5.747,10.021355,sitting
-7.865,2.354,-5.806,10.055306,sitting
-7.904,2.354,-5.727,10.040571,sitting
-7.845,2.452,-5.707,10.006307,sitting
-7.845,2.452,-5.707,10.006307,sitting
-7.845,2.334,-5.747,10.000979,sitting
-7.845,2.373,-5.747,10.010153,sitting
-7.767,2.373,-5.766,9.960129,sitting
-7.826,2.373,-5.747,9.99527,sitting
-7.885,2.412,-5.766,10.061696,sitting
-7.885,2.412,-5.766,10.061696,sitting
-7.845,2.354,-5.766,10.016591,sitting
-7.767,2.354,-5.825,9.989906,sitting
-7.728,2.393,-5.747,9.92353,sitting
-7.786,2.393,-5.707,9.945758,sitting
-7.786,2.373,-5.727,9.95246,sitting
-7.786,2.373,-5.727,9.95246,sitting
-7.845,2.393,-5.766,10.025828,sitting
-7.806,2.354,-5.707,9.952125,sitting
-7.786,2.373,-5.766,9.974953,sitting
-7.826,2.393,-5.806,10.03406,sitting
-7.786,2.432,-5.845,10.034961,sitting
-7.786,2.432,-5.845,10.034961,sitting
-7.786,2.373,-5.766,9.974953,sitting
-7.826,2.432,-5.825,10.054428,sitting
-7.786,2.471,-5.766,9.99872,sitting
-7.806,2.471,-5.727,9.991897,sitting
-7.786,2.452,-5.747,9.983091,sitting
-7.786,2.452,-5.747,9.983091,sitting
-7.786,2.412,-5.727,9.961831,sitting
-7.806,2.432,-5.747,9.993812,sitting
-7.826,2.432,-5.747,10.009441,sitting
-7.845,2.452,-5.727,10.017727,sitting
-7.865,2.393,-5.747,10.030587,sitting
-7.865,2.393,-5.747,10.030587,sitting
-7.904,2.393,-5.707,10.038402,sitting
-7.924,2.334,-5.766,10.073931,sitting
-7.924,2.373,-5.825,10.116893,sitting
-7.924,2.432,-5.747,10.086249,sitting
-7.943,2.452,-5.727,10.094656,sitting
-7.943,2.393,-5.766,10.102695,sitting
-7.943,2.393,-5.766,10.102695,sitting
-7.885,2.412,-5.766,10.061696,sitting
-7.845,2.373,-5.766,10.021073,sitting
-7.865,2.393,-5.786,10.052983,sitting
-7.904,2.412,-5.747,10.065732,sitting
-7.885,2.412,-5.668,10.005858,sitting
-7.885,2.412,-5.668,10.005858,sitting
-7.845,2.373,-5.688,9.976397,sitting
-7.806,2.354,-5.707,9.952125,sitting
-7.826,2.373,-5.786,10.017744,sitting
-7.806,2.393,-5.727,9.972894,sitting
-7.826,2.432,-5.747,10.009441,sitting
-7.826,2.432,-5.747,10.009441,sitting
-7.865,2.471,-5.766,10.060359,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.885,2.393,-5.786,10.068638,sitting
-7.826,2.393,-5.707,9.977102,sitting
-7.865,2.393,-5.786,10.052983,sitting
-7.865,2.393,-5.786,10.052983,sitting
-7.865,2.314,-5.727,10.000567,sitting
-7.885,2.295,-5.747,10.023386,sitting
-7.806,2.373,-5.825,10.024739,sitting
-7.786,2.412,-5.806,10.007456,sitting
-7.845,2.412,-5.786,10.041891,sitting
-7.845,2.412,-5.786,10.041891,sitting
-7.826,2.432,-5.806,10.043432,sitting
-7.806,2.412,-5.806,10.023024,sitting
-7.806,2.432,-5.786,10.01629,sitting
-7.865,2.393,-5.747,10.030587,sitting
-7.885,2.373,-5.707,10.018693,sitting
-7.885,2.373,-5.707,10.018693,sitting
-7.806,2.393,-5.806,10.018469,sitting
-7.845,2.412,-5.806,10.053428,sitting
-7.826,2.393,-5.806,10.03406,sitting
-7.845,2.432,-5.786,10.046713,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.845,2.412,-5.786,10.041891,sitting
-7.845,2.412,-5.786,10.041891,sitting
-7.904,2.393,-5.786,10.083524,sitting
-7.885,2.432,-5.766,10.066509,sitting
-7.845,2.412,-5.707,9.99658,sitting
-7.806,2.412,-5.747,9.988963,sitting
-7.806,2.393,-5.747,9.984393,sitting
-7.806,2.393,-5.747,9.984393,sitting
-7.786,2.432,-5.747,9.978198,sitting
-7.845,2.432,-5.766,10.035208,sitting
-7.885,2.432,-5.747,10.055638,sitting
-7.845,2.393,-5.747,10.014913,sitting
-7.865,2.393,-5.766,10.041485,sitting
-7.865,2.393,-5.766,10.041485,sitting
-7.904,2.412,-5.747,10.065732,sitting
-7.885,2.354,-5.786,10.05944,sitting
-7.786,2.373,-5.806,9.998128,sitting
-7.806,2.334,-5.825,10.015579,sitting
-7.806,2.334,-5.766,9.98138,sitting
-7.806,2.334,-5.766,9.98138,sitting
-7.806,2.354,-5.786,9.997637,sitting
-7.767,2.393,-5.806,9.988112,sitting
-7.767,2.393,-5.766,9.964913,sitting
-7.767,2.432,-5.864,10.031321,sitting
-7.767,2.354,-5.786,9.967216,sitting
-7.767,2.354,-5.786,9.967216,sitting
-7.806,2.314,-5.727,9.954233,sitting
-7.865,2.373,-5.825,10.070749,sitting
-7.885,2.334,-5.747,10.032387,sitting
-7.943,2.334,-5.786,10.100327,sitting
-7.943,2.373,-5.649,10.031629,sitting
-7.943,2.373,-5.649,10.031629,sitting
-7.983,2.412,-5.668,10.083266,sitting
-7.963,2.491,-5.668,10.086658,sitting
-7.983,2.452,-5.688,10.104154,sitting
-7.963,2.452,-5.688,10.08836,sitting
-7.983,2.412,-5.668,10.083266,sitting
-8.002,2.412,-5.707,10.120257,sitting
-8.002,2.412,-5.707,10.120257,sitting
-7.963,2.412,-5.707,10.089448,sitting
-7.924,2.373,-5.688,10.038638,sitting
-7.924,2.354,-5.727,10.056322,sitting
-7.865,2.295,-5.727,9.996188,sitting
-7.845,2.256,-5.747,9.983064,sitting
-7.845,2.256,-5.747,9.983064,sitting
-7.826,2.295,-5.668,9.931743,sitting
-7.786,2.334,-5.629,9.887112,sitting
-7.747,2.393,-5.629,9.870567,sitting
-7.767,2.471,-5.668,9.927656,sitting
-7.747,2.569,-5.747,9.982173,sitting
-7.747,2.569,-5.747,9.982173,sitting
-7.728,2.589,-5.806,10.006725,sitting
-7.728,2.569,-5.904,10.058775,sitting
-7.786,2.51,-5.923,10.099694,sitting
-7.767,2.432,-5.962,10.088922,sitting
-7.786,2.393,-5.884,10.048368,sitting
-7.786,2.393,-5.884,10.048368,sitting
-7.786,2.354,-5.825,10.004686,sitting
-7.826,2.275,-5.825,10.017611,sitting
-7.885,2.197,-5.766,10.012332,sitting
-7.865,2.177,-5.727,9.969758,sitting
-7.826,2.197,-5.747,9.954953,sitting
-7.826,2.197,-5.747,9.954953,sitting
-7.904,2.275,-5.688,10.000109,sitting
-7.865,2.314,-5.668,9.966897,sitting
-7.806,2.354,-5.609,9.896253,sitting
-7.806,2.393,-5.688,9.950549,sitting
-7.845,2.393,-5.688,9.981173,sitting
-7.845,2.393,-5.688,9.981173,sitting
-7.845,2.373,-5.786,10.032594,sitting
-7.865,2.354,-5.806,10.055306,sitting
-7.924,2.354,-5.806,10.101521,sitting
-7.943,2.295,-5.766,10.079932,sitting
-7.963,2.314,-5.707,10.06647,sitting
-7.885,2.334,-5.747,10.032387,sitting
-7.885,2.334,-5.747,10.032387,sitting
-7.924,2.334,-5.727,10.05166,sitting
-7.885,2.334,-5.766,10.043283,sitting
-7.885,2.334,-5.707,10.009527,sitting
-7.904,2.354,-5.668,10.007035,sitting
-7.943,2.354,-5.59,9.994031,sitting
-7.943,2.354,-5.59,9.994031,sitting
-7.924,2.373,-5.629,10.005326,sitting
-7.904,2.334,-5.668,10.00235,sitting
-7.904,2.354,-5.688,10.018377,sitting
-7.885,2.354,-5.747,10.037059,sitting
-7.826,2.334,-5.766,9.997029,sitting
-7.826,2.334,-5.766,9.997029,sitting
-7.865,2.354,-5.806,10.055306,sitting
-7.924,2.373,-5.845,10.128422,sitting
-7.904,2.354,-5.845,10.108341,sitting
-7.826,2.393,-5.786,10.022501,sitting
-7.865,2.373,-5.806,10.059771,sitting
-7.865,2.373,-5.806,10.059771,sitting
-7.904,2.334,-5.806,10.081191,sitting
-7.904,2.295,-5.786,10.060718,sitting
-7.845,2.314,-5.825,10.041377,sitting
-7.786,2.334,-5.786,9.977332,sitting
-7.806,2.314,-5.806,9.999893,sitting
-7.806,2.314,-5.806,9.999893,sitting
-7.826,2.314,-5.806,10.015513,sitting
-7.865,2.275,-5.786,10.02555,sitting
-7.865,2.256,-5.727,9.987306,sitting
-7.865,2.314,-5.747,10.012034,sitting
-7.845,2.334,-5.707,9.978047,sitting
-7.845,2.334,-5.707,9.978047,sitting
-7.904,2.295,-5.668,9.993321,sitting
-7.904,2.314,-5.668,9.997702,sitting
-7.924,2.354,-5.727,10.056322,sitting
-7.904,2.314,-5.747,10.0427,sitting
-7.924,2.295,-5.806,10.087935,sitting
-7.924,2.334,-5.806,10.096879,sitting
-7.924,2.334,-5.806,10.096879,sitting
-7.904,2.334,-5.825,10.092145,sitting
-7.904,2.314,-5.806,10.076579,sitting
-7.924,2.334,-5.766,10.073931,sitting
-7.943,2.314,-5.766,10.084275,sitting
-7.963,2.334,-5.727,10.082433,sitting
-7.963,2.334,-5.727,10.082433,sitting
-7.885,2.334,-5.707,10.009527,sitting
-7.845,2.334,-5.668,9.955793,sitting
-7.885,2.314,-5.688,9.994056,sitting
-7.885,2.236,-5.688,9.976285,sitting
-7.943,2.236,-5.688,10.02219,sitting
-7.943,2.236,-5.688,10.02219,sitting
-7.983,2.236,-5.747,10.087418,sitting
-7.963,2.236,-5.727,10.060199,sitting
-7.963,2.216,-5.707,10.044395,sitting
-7.983,2.236,-5.727,10.076037,sitting
-7.963,2.197,-5.688,10.029433,sitting
-7.963,2.197,-5.688,10.029433,sitting
-7.943,2.216,-5.688,10.017747,sitting
-7.963,2.256,-5.629,10.009223,sitting
-7.924,2.295,-5.59,9.965184,sitting
-7.845,2.354,-5.688,9.971895,sitting
-7.865,2.412,-5.707,10.012283,sitting
-7.865,2.412,-5.707,10.012283,sitting
-7.845,2.471,-5.668,9.988798,sitting
-7.904,2.471,-5.649,10.024483,sitting
-7.865,2.452,-5.786,10.067191,sitting
-7.904,2.491,-5.786,10.10723,sitting
-7.865,2.471,-5.825,10.09429,sitting
-7.865,2.471,-5.825,10.09429,sitting
-7.885,2.393,-5.688,10.012643,sitting
-7.885,2.432,-5.707,10.032831,sitting
-7.924,2.491,-5.727,10.089271,sitting
-7.963,2.51,-5.747,10.13595,sitting
-7.943,2.432,-5.707,10.078478,sitting
-7.963,2.432,-5.629,10.050355,sitting
-7.963,2.432,-5.629,10.050355,sitting
-7.963,2.432,-5.629,10.050355,sitting
-7.983,2.452,-5.609,10.059894,sitting
-7.983,2.432,-5.707,10.110033,sitting
-7.983,2.452,-5.668,10.092909,sitting
-7.943,2.432,-5.707,10.078478,sitting
-7.943,2.432,-5.707,10.078478,sitting
-7.943,2.432,-5.688,10.067731,sitting
-7.904,2.432,-5.688,10.036991,sitting
-7.865,2.432,-5.688,10.006308,sitting
-7.826,2.432,-5.766,10.020362,sitting
-7.826,2.412,-5.786,10.027054,sitting
-7.826,2.412,-5.786,10.027054,sitting
-7.826,2.373,-5.766,10.006206,sitting
-7.806,2.373,-5.786,10.002128,sitting
-7.767,2.373,-5.825,9.994401,sitting
-7.688,2.373,-5.786,9.910311,sitting
-7.688,2.393,-5.609,9.812883,sitting
-7.688,2.393,-5.609,9.812883,sitting
-7.688,2.432,-5.649,9.845363,sitting
-7.845,2.393,-5.688,9.981173,sitting
-7.885,2.354,-5.727,10.025621,sitting
-7.885,2.373,-5.806,10.075415,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.924,2.393,-5.786,10.099209,sitting
-7.924,2.393,-5.766,10.087764,sitting
-7.865,2.412,-5.747,10.035137,sitting
-7.885,2.412,-5.707,10.028002,sitting
-7.826,2.373,-5.688,9.961463,sitting
-7.826,2.373,-5.688,9.961463,sitting
-7.924,2.373,-5.766,10.083038,sitting
-7.924,2.373,-5.747,10.072185,sitting
-7.845,2.354,-5.806,10.03967,sitting
-7.826,2.393,-5.766,10.010968,sitting
-7.826,2.412,-5.806,10.038608,sitting
-7.885,2.393,-5.864,10.113663,sitting
-7.885,2.393,-5.864,10.113663,sitting
-7.845,2.393,-5.845,10.07147,sitting
-7.885,2.334,-5.806,10.066301,sitting
-7.943,2.295,-5.766,10.079932,sitting
-7.983,2.295,-5.825,10.145242,sitting
-7.943,2.275,-5.727,10.053129,sitting
-7.943,2.275,-5.727,10.053129,sitting
-7.924,2.314,-5.688,10.024855,sitting
-7.904,2.314,-5.688,10.009054,sitting
-7.826,2.314,-5.707,9.95845,sitting
-7.786,2.373,-5.747,9.963982,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.865,2.412,-5.786,10.057523,sitting
-7.924,2.295,-5.766,10.064967,sitting
-7.865,2.334,-5.825,10.06163,sitting
-7.845,2.373,-5.845,10.066736,sitting
-7.885,2.373,-5.825,10.086376,sitting
-7.885,2.354,-5.806,10.070957,sitting
-7.885,2.354,-5.806,10.070957,sitting
-7.845,2.393,-5.806,10.048886,sitting
-7.806,2.393,-5.825,10.029492,sitting
-7.845,2.354,-5.786,10.028117,sitting
-7.865,2.393,-5.747,10.030587,sitting
-7.924,2.373,-5.707,10.049416,sitting
