@relation Accelerometer-weka.filters.unsupervised.attribute.Remove-R1

@attribute accX numeric
@attribute accY numeric
@attribute accZ numeric
@attribute accTotal numeric
@attribute label {lying,running,sitting,standing,walking}

@data
-3.158,-8.806,-4.06,10.198147,lying
-3.138,-8.904,-4.099,10.292233,lying
-3.256,-9.081,-4.217,10.528494,lying
-3.256,-9.081,-4.217,10.528494,lying
-3.315,-9.159,-4.178,10.598688,lying
-3.256,-9.199,-4.08,10.57684,lying
-3.138,-9.238,-3.962,10.530201,lying
-2.903,-9.316,-3.883,10.502045,lying
-2.687,-9.493,-3.883,10.60258,lying
-2.687,-9.493,-3.883,10.60258,lying
-2.491,-9.787,-4.119,10.906723,lying
-2.314,-10.16,-4.491,11.346774,lying
-2.334,-10.238,-4.844,11.564105,lying
-2.354,-10.16,-5.041,11.583549,lying
-2.432,-10.081,-4.982,11.504847,lying
-2.432,-10.081,-4.982,11.504847,lying
-2.628,-10.022,-5.119,11.556428,lying
-2.805,-10.12,-5.158,11.699888,lying
-2.922,-10.199,-5.06,11.754203,lying
-3.06,-10.473,-4.766,11.906388,lying
-3.393,-10.944,-4.393,12.271187,lying
-3.393,-10.944,-4.393,12.271187,lying
-3.825,-11.238,-4.197,12.59119,lying
-4.138,-11.317,-4.354,12.812293,lying
-4.472,-11.238,-4.59,12.936751,lying
-4.746,-10.846,-4.59,12.697572,lying
-5.099,-10.434,-4.374,12.409675,lying
-5.727,-10.003,-4.217,12.273615,lying
-5.727,-10.003,-4.217,12.273615,lying
-6.57,-9.297,-4.413,12.209573,lying
-7.316,-8.473,-4.374,12.01863,lying
-7.63,-7.786,-4.55,11.812756,lying
-7.649,-7.355,-4.805,11.648659,lying
-7.63,-7.296,-5.237,11.78451,lying
-7.63,-7.296,-5.237,11.78451,lying
-7.532,-7.453,-5.845,12.101333,lying
-7.61,-7.669,-6.433,12.574146,lying
-7.747,-7.865,-6.649,12.887336,lying
-8.041,-7.806,-6.492,12.951347,lying
-8.218,-7.63,-6.002,12.719136,lying
-8.218,-7.63,-6.002,12.719136,lying
-8.081,-7.1,-5.433,12.051143,lying
-7.59,-6.414,-4.923,11.089789,lying
-7.002,-5.825,-4.452,10.137995,lying
-6.315,-5.354,-4.256,9.309032,lying
-5.668,-5.06,-4.374,8.76708,lying
-5.668,-5.06,-4.374,8.76708,lying
-5.256,-4.943,-4.413,8.457739,lying
-5.08,-4.982,-4.197,8.260843,lying
-4.825,-4.903,-3.903,7.909073,lying
-4.433,-4.825,-3.589,7.470812,lying
-4.06,-4.629,-3.138,6.910737,lying
-4.06,-4.629,-3.138,6.910737,lying
-3.491,-4.335,-2.648,6.163701,lying
-2.844,-4.021,-2.256,5.417224,lying
-2.236,-3.746,-1.902,4.759182,lying
-1.549,-3.452,-1.589,4.103733,lying
-0.922,-3.256,-1.491,3.697932,lying
-0.922,-3.256,-1.491,3.697932,lying
-0.471,-2.922,-1.589,3.359292,lying
-0.177,-2.667,-1.765,3.203037,lying
-0.412,-2.569,-1.863,3.200043,lying
-1.157,-2.687,-1.902,3.489444,lying
-1.902,-2.903,-2.079,4.045646,lying
-2.432,-3.177,-2.452,4.692575,lying
-2.432,-3.177,-2.452,4.692575,lying
-2.922,-3.373,-2.962,5.356179,lying
-3.472,-3.727,-3.589,6.23107,lying
-3.942,-4.197,-4.178,7.114061,lying
-4.393,-4.688,-4.648,7.929672,lying
-4.746,-5.158,-4.903,8.553882,lying
-4.746,-5.158,-4.903,8.553882,lying
-4.903,-5.57,-5.296,9.116574,lying
-5.001,-6.159,-5.747,9.796494,lying
-5.06,-6.806,-5.982,10.378322,lying
-5.041,-7.375,-6.08,10.805957,lying
-4.962,-7.826,-6.119,11.104498,lying
-4.962,-7.826,-6.119,11.104498,lying
-4.786,-8.296,-6.041,11.323564,lying
-4.55,-8.708,-6.061,11.544154,lying
-4.374,-9.159,-6.276,11.933454,lying
-4.197,-9.63,-6.845,12.538171,lying
-3.942,-10.003,-7.198,12.938724,lying
-3.942,-10.003,-7.198,12.938724,lying
-3.707,-10.258,-7.335,13.144225,lying
-3.55,-10.336,-7.414,13.206165,lying
-3.883,-10.415,-7.277,13.285505,lying
-4.354,-10.395,-7.1,13.320035,lying
-4.531,-10.415,-6.943,13.311928,lying
-4.531,-10.415,-6.943,13.311928,lying
-4.511,-10.415,-6.884,13.274442,lying
-4.374,-10.532,-6.943,13.35141,lying
-4.256,-10.591,-6.982,13.380252,lying
-4.236,-10.513,-6.806,13.22076,lying
-4.236,-10.493,-6.688,13.144432,lying
-4.236,-10.493,-6.688,13.144432,lying
-4.197,-10.317,-6.727,13.011834,lying
-4.197,-10.12,-6.943,12.970523,lying
-4.393,-9.787,-7.12,12.875489,lying
-4.491,-9.14,-7.1,12.414455,lying
-4.609,-8.316,-6.845,11.715492,lying
-4.472,-7.296,-6.257,10.600965,lying
-4.472,-7.296,-6.257,10.600965,lying
-4.393,-6.217,-5.766,9.549675,lying
-4.178,-5.276,-5.256,8.539168,lying
-3.844,-4.629,-4.923,7.774311,lying
-3.53,-4.354,-4.805,7.382834,lying
-3.413,-4.491,-4.864,7.448231,lying
-3.413,-4.491,-4.864,7.448231,lying
-3.256,-4.727,-4.844,7.510686,lying
-3.158,-4.962,-5.041,7.74636,lying
-3.177,-4.962,-5.237,7.882953,lying
-3.511,-4.707,-5.217,7.854939,lying
-3.903,-4.315,-5.198,7.802041,lying
-3.903,-4.315,-5.198,7.802041,lying
-4.217,-3.962,-5.178,7.764806,lying
-4.413,-3.746,-5.296,7.84568,lying
-4.629,-3.707,-5.825,8.312648,lying
-4.805,-3.687,-6.257,8.70816,lying
-4.864,-3.746,-6.61,9.021259,lying
-4.864,-3.746,-6.61,9.021259,lying
-5.001,-3.766,-7.002,9.392591,lying
-5.099,-3.707,-7.316,9.657407,lying
-5.237,-3.687,-7.355,9.752752,lying
-5.335,-3.57,-7.159,9.615529,lying
-5.374,-3.589,-6.865,9.428097,lying
-5.374,-3.589,-6.865,9.428097,lying
-5.531,-3.648,-6.708,9.428527,lying
-5.531,-3.805,-6.825,9.573433,lying
-5.649,-3.962,-7.08,9.886104,lying
-5.629,-4.099,-7.218,10.029305,lying
-5.747,-4.08,-7.277,10.130604,lying
-5.747,-4.08,-7.277,10.130604,lying
-5.923,-4.099,-7.433,10.350518,lying
-6.002,-4.138,-7.688,10.594923,lying
-6.119,-4.217,-8.316,11.152628,lying
-6.08,-4.472,-8.944,11.703005,lying
-6.061,-4.805,-9.414,12.183889,lying
-5.943,-5.198,-9.807,12.590302,lying
-5.943,-5.198,-9.807,12.590302,lying
-5.884,-5.57,-10.375,13.163851,lying
-5.884,-5.845,-11.023,13.794637,lying
-5.982,-6.061,-11.415,14.241568,lying
-6.08,-6.119,-11.729,14.559464,lying
-6.1,-5.962,-11.905,14.645288,lying
-6.1,-5.962,-11.905,14.645288,lying
-6.021,-5.531,-11.866,14.40994,lying
-5.806,-4.962,-11.572,13.865146,lying
-5.551,-4.472,-11.219,13.292041,lying
-5.433,-4.197,-10.807,12.803263,lying
-5.354,-4.06,-10.238,12.246043,lying
-5.354,-4.06,-10.238,12.246043,lying
-5.315,-3.962,-9.709,11.756332,lying
-5.296,-3.844,-9.199,11.289179,lying
-5.394,-3.707,-8.708,10.893409,lying
-5.609,-3.491,-8.002,10.376896,lying
-5.786,-3.119,-7.218,9.762453,lying
-5.786,-3.119,-7.218,9.762453,lying
-5.923,-2.805,-6.492,9.22475,lying
-6.021,-2.55,-5.982,8.862238,lying
-6.041,-2.334,-5.609,8.567504,lying
-6.041,-2.236,-5.256,8.313779,lying
-5.943,-2.177,-5.021,8.078924,lying
-5.943,-2.177,-5.021,8.078924,lying
-5.864,-2.157,-4.746,7.846251,lying
-5.864,-2.236,-4.668,7.821535,lying
-5.884,-2.275,-4.668,7.847758,lying
-5.904,-2.295,-4.629,7.845501,lying
-5.904,-2.373,-4.707,7.914809,lying
-5.904,-2.373,-4.707,7.914809,lying
-5.962,-2.491,-4.903,8.111099,lying
-6.021,-2.51,-5.178,8.328519,lying
-6.139,-2.452,-5.551,8.632104,lying
-6.041,-2.216,-6.002,8.799338,lying
-5.884,-1.746,-6.257,8.764703,lying
-5.629,-1.275,-6.276,8.526397,lying
-5.629,-1.275,-6.276,8.526397,lying
-5.57,-0.804,-6.296,8.44458,lying
-5.354,-0.451,-6.257,8.247349,lying
-5.217,-0.451,-6.021,7.979532,lying
-5.217,-0.843,-5.668,7.749449,lying
-5.394,-1.353,-5.511,7.829238,lying
-5.394,-1.353,-5.511,7.829238,lying
-5.727,-1.942,-5.511,8.181749,lying
-6.041,-2.295,-5.825,8.700076,lying
-6.433,-2.373,-6.335,9.335247,lying
-6.61,-2.412,-6.963,9.899152,lying
-6.767,-2.452,-7.63,10.489113,lying
-6.767,-2.452,-7.63,10.489113,lying
-6.982,-2.707,-8.277,11.161761,lying
-7.296,-3.02,-8.944,11.930933,lying
-7.59,-3.256,-9.493,12.582793,lying
-7.943,-3.589,-9.865,13.163981,lying
-8.316,-3.883,-10.12,13.661916,lying
-8.316,-3.883,-10.12,13.661916,lying
-8.532,-3.746,-10.199,13.814744,lying
-8.63,-3.217,-10.022,13.611263,lying
-8.414,-2.765,-9.964,13.331238,lying
-8.12,-2.609,-9.865,13.040687,lying
-7.747,-2.707,-9.846,12.817471,lying
-7.747,-2.707,-9.846,12.817471,lying
-7.532,-3.04,-9.846,12.763869,lying
-7.473,-3.373,-9.748,12.737596,lying
-7.414,-3.589,-9.689,12.717116,lying
-7.414,-3.785,-9.532,12.655143,lying
-7.316,-3.903,-9.297,12.457587,lying
-7.316,-3.903,-9.297,12.457587,lying
-7.257,-3.883,-8.924,12.139996,lying
-7.08,-3.687,-8.473,11.640966,lying
-6.786,-3.432,-8.218,11.196604,lying
-6.472,-3.236,-8.041,10.817401,lying
-6.198,-3.001,-7.943,10.51249,lying
-5.962,-2.726,-7.767,10.163799,lying
-5.962,-2.726,-7.767,10.163799,lying
-5.825,-2.53,-7.61,9.911792,lying
-5.747,-2.393,-7.433,9.695563,lying
-5.629,-2.256,-7.237,9.441893,lying
-5.629,-2.118,-6.943,9.185685,lying
-5.688,-1.942,-6.629,8.948092,lying
-5.688,-1.942,-6.629,8.948092,lying
-5.747,-1.785,-6.472,8.837478,lying
-5.825,-1.569,-6.315,8.733362,lying
-5.806,-1.216,-6.139,8.536721,lying
-5.766,-1.02,-5.825,8.259406,lying
-5.629,-0.843,-5.688,8.046716,lying
-5.629,-0.843,-5.688,8.046716,lying
-5.472,-0.765,-5.707,7.943416,lying
-5.256,-0.667,-5.786,7.845267,lying
-5.08,-0.647,-5.904,7.815512,lying
-4.962,-0.745,-6.1,7.898511,lying
-4.982,-0.863,-6.217,8.0135,lying
-4.982,-0.863,-6.217,8.0135,lying
-5.08,-1,-6.355,8.197099,lying
-5.237,-1.079,-6.472,8.39507,lying
-5.296,-1.098,-6.629,8.555516,lying
-5.394,-1.079,-6.865,8.797028,lying
-5.57,-0.941,-6.963,8.966256,lying
-5.57,-0.941,-6.963,8.966256,lying
-5.806,-0.706,-6.865,9.018664,lying
-6.1,-0.471,-7.022,9.313449,lying
-6.335,-0.275,-7.237,9.621955,lying
-6.453,-0.098,-7.296,9.740761,lying
-6.61,0.059,-7.316,9.859992,lying
-6.61,0.059,-7.316,9.859992,lying
-6.727,0.157,-7.335,9.953864,lying
-6.825,0.216,-7.551,10.180613,lying
-6.982,0.353,-7.728,10.420888,lying
-7.139,0.392,-7.806,10.585491,lying
-7.218,0.235,-7.885,10.692426,lying
-7.218,-0.02,-7.963,10.747525,lying
-7.335,-0.02,-7.963,10.826449,lying
-7.414,-0.608,-8.061,10.968901,lying
-7.394,-1.255,-8.081,11.024918,lying
-7.316,-1.883,-8.257,11.191407,lying
-7.198,-2.471,-8.473,11.388976,lying
-7.061,-2.864,-8.767,11.615529,lying
-7.061,-2.864,-8.767,11.615529,lying
-6.806,-2.962,-8.885,11.577491,lying
-6.512,-3.001,-8.806,11.355958,lying
-6.296,-2.922,-8.551,11.013505,lying
-6.217,-2.824,-8.296,10.744751,lying
-6.08,-2.707,-8.002,10.40799,lying
-6.08,-2.707,-8.002,10.40799,lying
-5.943,-2.569,-7.688,10.051087,lying
-5.884,-2.412,-7.571,9.887327,lying
-6.041,-2.295,-7.59,9.96839,lying
-6.217,-2.177,-7.59,10.049802,lying
-6.374,-1.981,-7.649,10.151819,lying
-6.374,-1.981,-7.649,10.151819,lying
-6.374,-1.608,-7.571,10.026644,lying
-6.414,-1.236,-7.296,9.792789,lying
-6.551,-0.863,-7.061,9.670475,lying
-6.845,-0.628,-6.923,9.755836,lying
-7.433,-0.333,-6.767,10.057468,lying
-7.433,-0.333,-6.767,10.057468,lying
-8.022,-0.098,-6.767,10.495446,lying
-8.61,0.216,-7.022,11.112481,lying
-9.101,0.471,-7.473,11.785405,lying
-9.336,0.51,-7.708,12.117519,lying
-9.316,0.49,-8.002,12.290645,lying
-9.316,0.49,-8.002,12.290645,lying
-9.101,0.314,-8.022,12.135868,lying
-8.826,-0.039,-7.551,11.615395,lying
-8.434,-0.333,-7.041,10.991766,lying
-8.041,-0.686,-6.551,10.394416,lying
-7.649,-0.922,-6.276,9.937075,lying
-7.159,-1.098,-6.061,9.444184,lying
-7.159,-1.098,-6.061,9.444184,lying
-6.806,-1.177,-6.119,9.227628,lying
-6.61,-1.157,-6.276,9.187977,lying
-6.414,-1.157,-6.512,9.213262,lying
-6.414,-1.196,-6.629,9.301261,lying
-6.453,-1.216,-6.747,9.414981,lying
-6.453,-1.216,-6.747,9.414981,lying
-6.433,-1.236,-6.786,9.431913,lying
-6.315,-1.255,-6.884,9.425694,lying
-6.237,-1.275,-6.923,9.404984,lying
-6.276,-1.314,-6.982,9.479615,lying
-6.374,-1.373,-7.12,9.654398,lying
-6.374,-1.373,-7.12,9.654398,lying
-6.374,-1.353,-7.316,9.797058,lying
-6.335,-1.275,-7.453,9.864333,lying
-6.296,-1.138,-7.59,9.926871,lying
-6.217,-0.961,-7.532,9.813543,lying
-6.159,-0.902,-7.532,9.77128,lying
-6.159,-0.902,-7.532,9.77128,lying
-6.159,-0.843,-7.512,9.750594,lying
-6.119,-0.961,-7.551,9.766437,lying
-6.139,-1.059,-7.669,9.880403,lying
-6.08,-1.079,-7.767,9.922547,lying
-5.943,-1.098,-7.924,9.965673,lying
-5.943,-1.098,-7.924,9.965673,lying
-5.864,-1.138,-8.061,10.033009,lying
-5.747,-1.157,-8.14,10.031264,lying
-5.629,-1.216,-8.296,10.098907,lying
-5.472,-1.177,-8.375,10.073169,lying
-5.394,-1.255,-8.493,10.139098,lying
-5.394,-1.255,-8.493,10.139098,lying
-5.335,-1.275,-8.708,10.291604,lying
-5.276,-1.294,-8.904,10.430332,lying
-5.276,-1.275,-9.12,10.61302,lying
-5.354,-1.314,-9.199,10.724435,lying
-5.452,-1.334,-9.12,10.708794,lying
-5.649,-1.373,-8.963,10.683244,lying
-5.649,-1.373,-8.963,10.683244,lying
-5.786,-1.353,-8.748,10.57525,lying
-5.962,-1.412,-8.591,10.551989,lying
-6.061,-1.451,-8.394,10.454681,lying
-6.217,-1.471,-8.218,10.409152,lying
-6.374,-1.471,-8.041,10.36578,lying
-6.374,-1.471,-8.041,10.36578,lying
-6.453,-1.569,-7.865,10.293745,lying
-6.512,-1.53,-7.728,10.221009,lying
-6.59,-1.569,-7.688,10.246717,lying
-6.688,-1.569,-7.61,10.251985,lying
-6.747,-1.549,-7.59,10.272756,lying
-6.747,-1.549,-7.59,10.272756,lying
-6.806,-1.53,-7.433,10.193725,lying
-6.845,-1.451,-7.277,10.095254,lying
-6.884,-1.451,-7.198,10.065091,lying
-6.865,-1.373,-7.002,9.901584,lying
-6.845,-1.314,-6.845,9.769066,lying
-6.845,-1.314,-6.845,9.769066,lying
-6.747,-1.236,-6.688,9.580138,lying
-6.649,-1.177,-6.629,9.462461,lying
-6.492,-1.118,-6.629,9.345567,lying
-6.433,-1.098,-6.59,9.274545,lying
-6.394,-1.098,-6.512,9.192115,lying
-6.394,-1.098,-6.512,9.192115,lying
-6.355,-1.138,-6.453,9.128104,lying
-6.315,-1.098,-6.472,9.108876,lying
-6.374,-1.118,-6.551,9.208333,lying
-6.374,-1.059,-6.727,9.32748,lying
-6.433,-0.981,-6.923,9.501251,lying
-6.433,-0.981,-6.923,9.501251,lying
-6.453,-0.961,-7.139,9.671094,lying
-6.59,-0.902,-7.257,9.844072,lying
-6.669,-0.941,-7.433,10.03048,lying
-6.825,-0.922,-7.63,10.278502,lying
-6.845,-1,-7.806,10.430132,lying
-6.884,-1.02,-8.022,10.619903,lying
-6.884,-1.02,-8.022,10.619903,lying
-6.865,-1.04,-8.179,10.72874,lying
-6.825,-1.04,-8.336,10.823637,lying
-6.767,-1.079,-8.375,10.821144,lying
-6.688,-1.118,-8.414,10.806233,lying
-6.669,-1.236,-8.355,10.761472,lying
-6.669,-1.236,-8.355,10.761472,lying
-6.531,-1.294,-8.375,10.69902,lying
-6.492,-1.334,-8.355,10.664504,lying
-6.374,-1.353,-8.375,10.611273,lying
-6.178,-1.412,-8.493,10.596814,lying
-6.139,-1.432,-8.493,10.576814,lying
-6.139,-1.432,-8.493,10.576814,lying
-5.982,-1.471,-8.551,10.538869,lying
-5.904,-1.51,-8.512,10.468594,lying
-5.884,-1.491,-8.473,10.422872,lying
-5.786,-1.471,-8.394,10.300528,lying
-5.845,-1.491,-8.257,10.22571,lying
-5.845,-1.491,-8.257,10.22571,lying
-5.923,-1.608,-8.159,10.209646,lying
-6.041,-1.667,-8.022,10.179639,lying
-6.061,-1.746,-8.022,10.20474,lying
-6.178,-1.746,-7.943,10.213102,lying
-6.335,-1.706,-7.904,10.272092,lying
-6.335,-1.706,-7.904,10.272092,lying
-6.453,-1.706,-7.924,10.36057,lying
-6.57,-1.706,-7.826,10.359614,lying
-6.629,-1.824,-7.708,10.328789,lying
-6.708,-1.765,-7.61,10.296824,lying
-6.786,-1.667,-7.532,10.274225,lying
-6.786,-1.667,-7.532,10.274225,lying
-6.747,-1.687,-7.433,10.179267,lying
-6.825,-1.667,-7.375,10.185781,lying
-6.806,-1.589,-7.277,10.089662,lying
-6.845,-1.51,-7.218,10.061493,lying
-6.825,-1.491,-7.12,9.974874,lying
-6.825,-1.471,-7.061,9.929863,lying
-6.825,-1.471,-7.061,9.929863,lying
-6.825,-1.393,-6.982,9.862525,lying
-6.747,-1.373,-7.022,9.83441,lying
-6.727,-1.334,-6.982,9.786747,lying
-6.747,-1.255,-7.12,9.888955,lying
-6.786,-1.216,-7.139,9.924403,lying
-6.786,-1.216,-7.139,9.924403,lying
-6.865,-1.196,-7.198,10.018475,lying
-7.022,-1.157,-7.218,10.136403,lying
-7.159,-1.157,-7.218,10.231786,lying
-7.237,-1.098,-7.139,10.22473,lying
-7.335,-1.059,-7.061,10.23628,lying
-7.335,-1.059,-7.061,10.23628,lying
-7.355,-1.059,-7.061,10.250621,lying
-7.375,-1.02,-7.002,10.22052,lying
-7.394,-1.04,-6.982,10.222581,lying
-7.414,-1.079,-7.022,10.268404,lying
-7.414,-1.138,-7.1,10.328235,lying
-7.414,-1.138,-7.1,10.328235,lying
-7.414,-1.157,-7.198,10.397944,lying
-7.414,-1.196,-7.218,10.416205,lying
-7.433,-1.177,-7.178,10.399928,lying
-7.512,-1.196,-7.218,10.486185,lying
-7.512,-1.177,-7.257,10.510924,lying
-7.512,-1.177,-7.257,10.510924,lying
-7.433,-1.177,-7.316,10.49565,lying
-7.473,-1.157,-7.316,10.521798,lying
-7.433,-1.138,-7.394,10.545889,lying
-7.453,-1.04,-7.512,10.632918,lying
-7.433,-1.04,-7.551,10.646534,lying
-7.433,-1.04,-7.551,10.646534,lying
-7.375,-1,-7.571,10.616528,lying
-7.277,-0.961,-7.59,10.55871,lying
-7.178,-0.922,-7.473,10.40286,lying
-7.041,-0.902,-7.394,10.249903,lying
-6.923,-0.922,-7.375,10.157196,lying
-6.786,-0.981,-7.355,10.055256,lying
-6.786,-0.981,-7.355,10.055256,lying
-6.747,-1.079,-7.316,10.0105,lying
-6.747,-1.216,-7.316,10.026192,lying
-6.767,-1.275,-7.296,10.032424,lying
-6.825,-1.412,-7.316,10.104367,lying
-6.825,-1.451,-7.257,10.067277,lying
-6.825,-1.451,-7.257,10.067277,lying
-6.806,-1.451,-7.237,10.03998,lying
-6.708,-1.451,-7.257,9.988329,lying
-6.57,-1.471,-7.433,10.02887,lying
-6.472,-1.432,-7.414,9.945089,lying
-6.335,-1.393,-7.532,9.940005,lying
-6.335,-1.393,-7.532,9.940005,lying
-6.178,-1.353,-7.453,9.774738,lying
-6.041,-1.294,-7.512,9.726164,lying
-5.845,-1.255,-7.375,9.493665,lying
-5.727,-1.255,-7.433,9.466945,lying
-5.551,-1.236,-7.551,9.452984,lying
-5.551,-1.236,-7.551,9.452984,lying
-5.394,-1.255,-7.532,9.348865,lying
-5.178,-1.236,-7.61,9.287167,lying
-5.08,-1.236,-7.688,9.297281,lying
-5.041,-1.196,-7.806,9.36887,lying
-5.198,-1.216,-7.865,9.505582,lying
-5.198,-1.216,-7.865,9.505582,lying
-5.413,-1.236,-7.845,9.61105,lying
-5.629,-1.177,-7.885,9.759313,lying
-5.747,-1.216,-7.904,9.847836,lying
-5.923,-1.138,-7.924,9.95825,lying
-6.002,-1.118,-7.943,10.018242,lying
-6.002,-1.118,-7.943,10.018242,lying
-6.08,-1.04,-8.002,10.103465,lying
-6.276,-1.02,-7.845,10.098148,lying
-6.453,-1.02,-7.826,10.194503,lying
-6.669,-1,-7.767,10.286003,lying
-6.884,-1.02,-7.865,10.501813,lying
-7.12,-1.079,-7.806,10.620371,lying
-7.12,-1.079,-7.806,10.620371,lying
-7.296,-1.157,-7.845,10.775634,lying
-7.375,-1.236,-7.865,10.85249,lying
-7.492,-1.275,-7.786,10.880142,lying
-7.63,-1.275,-7.767,10.962154,lying
-7.767,-1.294,-7.688,11.00482,lying
-7.767,-1.294,-7.688,11.00482,lying
-7.865,-1.314,-7.571,10.995675,lying
-7.963,-1.275,-7.394,10.941034,lying
-7.963,-1.294,-7.178,10.798495,lying
-7.904,-1.294,-7.139,10.729071,lying
-7.865,-1.255,-6.982,10.59158,lying
-7.865,-1.255,-6.982,10.59158,lying
-7.767,-1.275,-7.002,10.534701,lying
-7.669,-1.275,-7.061,10.502233,lying
-7.571,-1.294,-7.08,10.446094,lying
-7.453,-1.236,-7.12,10.3812,lying
-7.375,-1.177,-7.139,10.331567,lying
-7.375,-1.177,-7.139,10.331567,lying
-7.257,-1.196,-7.022,10.168724,lying
-7.178,-1.196,-7.022,10.112496,lying
-7.1,-1.216,-7.022,10.059679,lying
-7.041,-1.294,-7.08,10.068591,lying
-7.002,-1.334,-7.061,10.033209,lying
-7.002,-1.334,-7.061,10.033209,lying
-6.923,-1.353,-6.904,9.870347,lying
-6.825,-1.334,-6.884,9.785174,lying
-6.767,-1.294,-6.904,9.75356,lying
-6.649,-1.294,-6.923,9.685637,lying
-6.57,-1.275,-6.923,9.629042,lying
-6.57,-1.275,-6.923,9.629042,lying
-6.57,-1.236,-6.923,9.623956,lying
-6.531,-1.255,-6.923,9.599839,lying
-6.551,-1.236,-6.904,9.597318,lying
-6.57,-1.236,-6.923,9.623956,lying
-6.669,-1.294,-7.002,9.755921,lying
-6.786,-1.275,-7.08,9.88948,lying
-6.786,-1.275,-7.08,9.88948,lying
-6.865,-1.275,-7.061,9.930336,lying
-6.943,-1.236,-7.139,10.034853,lying
-7.022,-1.196,-7.198,10.126703,lying
-7.061,-1.196,-7.237,10.181469,lying
-7.1,-1.216,-7.237,10.210917,lying
-7.1,-1.216,-7.237,10.210917,lying
-7.1,-1.196,-7.198,10.180944,lying
-7.139,-1.236,-7.277,10.268775,lying
-7.1,-1.177,-7.453,10.360624,lying
-7.061,-1.177,-7.433,10.319522,lying
-6.963,-1.138,-7.453,10.262827,lying
-6.963,-1.138,-7.453,10.262827,lying
-6.904,-1.04,-7.61,10.32758,lying
-6.884,-0.961,-7.728,10.393987,lying
-6.904,-0.941,-7.786,10.448564,lying
-6.943,-0.863,-7.865,10.526549,lying
-6.963,-0.785,-7.885,10.548593,lying
-6.963,-0.785,-7.885,10.548593,lying
-6.923,-0.765,-7.963,10.579344,lying
-6.904,-0.785,-7.943,10.553326,lying
-6.904,-0.785,-8.022,10.612913,lying
-6.865,-0.765,-7.983,10.556597,lying
-6.825,-0.765,-7.865,10.441459,lying
-6.825,-0.765,-7.865,10.441459,lying
-6.727,-0.883,-7.728,10.283686,lying
-6.629,-0.902,-7.61,10.132588,lying
-6.512,-0.863,-7.551,10.008422,lying
-6.492,-0.824,-7.473,9.933316,lying
-6.433,-0.804,-7.433,9.863032,lying
-6.433,-0.804,-7.433,9.863032,lying
-6.355,-0.843,-7.492,9.860362,lying
-6.315,-0.922,-7.492,9.841716,lying
-6.257,-1,-7.532,9.842818,lying
-6.237,-1,-7.61,9.890009,lying
-6.198,-1,-7.59,9.850041,lying
-6.178,-1.04,-7.649,9.887188,lying
-6.178,-1.04,-7.649,9.887188,lying
-6.119,-1.04,-7.708,9.896314,lying
-6.139,-1.04,-7.688,9.893142,lying
-6.139,-1.079,-7.728,9.928421,lying
-6.178,-1.079,-7.688,9.921556,lying
-6.178,-1.059,-7.786,9.995547,lying
-6.178,-1.059,-7.786,9.995547,lying
-6.178,-1,-7.786,9.989468,lying
-6.139,-0.961,-7.806,9.977198,lying
-6.08,-1,-7.767,9.914267,lying
-6.041,-1.02,-7.767,9.89244,lying
-6.021,-0.981,-7.747,9.860568,lying
-6.021,-0.981,-7.747,9.860568,lying
-6.021,-1,-7.806,9.908889,lying
-5.962,-0.981,-7.806,9.871243,lying
-5.962,-1,-7.826,9.88897,lying
-6.021,-1.04,-7.728,9.851702,lying
-6.1,-1.059,-7.688,9.871009,lying
-6.1,-1.059,-7.688,9.871009,lying
-6.08,-0.981,-7.708,9.866206,lying
-6.217,-0.981,-7.63,9.890923,lying
-6.355,-1.02,-7.63,9.98215,lying
-6.453,-1.02,-7.59,10.014475,lying
-6.531,-1.079,-7.532,10.027424,lying
-6.531,-1.079,-7.532,10.027424,lying
-6.629,-1.118,-7.551,10.109954,lying
-6.747,-1.157,-7.492,10.148434,lying
-6.806,-1.177,-7.512,10.204759,lying
-6.884,-1.255,-7.453,10.223096,lying
-6.963,-1.196,-7.433,10.254915,lying
-6.963,-1.196,-7.433,10.254915,lying
-7.041,-1.216,-7.512,10.367472,lying
-7.12,-1.236,-7.453,10.3812,lying
-7.159,-1.275,-7.532,10.469381,lying
-7.198,-1.275,-7.669,10.594828,lying
-7.237,-1.275,-7.63,10.593238,lying
-7.296,-1.294,-7.708,10.692021,lying
-7.296,-1.294,-7.708,10.692021,lying
-7.316,-1.294,-7.747,10.733792,lying
-7.257,-1.255,-7.688,10.646334,lying
-7.218,-1.196,-7.669,10.599222,lying
-7.139,-1.196,-7.59,10.488271,lying
-7.002,-1.118,-7.551,10.358356,lying
-7.002,-1.118,-7.551,10.358356,lying
-6.943,-1.118,-7.532,10.304669,lying
-6.884,-1.098,-7.433,10.190415,lying
-6.806,-0.981,-7.473,10.155281,lying
-6.727,-0.941,-7.414,10.055118,lying
-6.688,-0.883,-7.375,9.994982,lying
-6.688,-0.883,-7.375,9.994982,lying
-6.708,-0.922,-7.394,10.025896,lying
-6.747,-0.883,-7.375,10.034556,lying
-6.708,-0.863,-7.512,10.108025,lying
-6.727,-0.843,-7.532,10.133815,lying
-6.669,-0.863,-7.512,10.082186,lying
-6.669,-0.863,-7.512,10.082186,lying
-6.649,-0.883,-7.571,10.114788,lying
-6.59,-0.863,-7.532,10.045093,lying
-6.59,-0.883,-7.61,10.105439,lying
